,000016.SH,000300.SH,000905.SH,HSI.HK,SPX.GI,CBA00601.CB,CBA02001.CB,BRN0Y.ICE,,,
date,上证50,沪深300,中证500,恒生指数,标普500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续,,,
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),,,
2011-02-02,--,--,--,23908.96,1304.03,--,--,--,,,
2011-02-03,--,--,--,--,1307.1,--,--,--,,,
2011-02-04,--,--,--,--,1310.87,--,--,--,,,
2011-02-07,--,--,--,23553.59,1319.05,--,--,--,,,
2011-02-08,--,--,--,23484.3,1324.57,--,--,--,,,
2011-02-09,1943.001,3040.949,4609.717,23164.03,1320.88,129.9691,111.7302,102.53,,,
2011-02-10,1975.98,3104.163,4733.973,22708.62,1321.87,129.8817,111.5832,102.3,,,
2011-02-11,1976.473,3120.956,4786.806,22828.92,1329.15,129.9582,111.4846,101.35,,,
2011-02-12,--,--,--,--,--,129.9525,111.4293,--,,,
2011-02-14,2047.694,3219.143,4872.495,23121.06,1332.32,130.3341,111.4753,103.02,,,
2011-02-15,2042.644,3217.671,4869.687,22899.78,1328.01,130.4233,111.4052,101.65,,,
2011-02-16,2051.488,3248.527,4952.667,23156.97,1336.32,130.4117,111.3175,103.95,,,
2011-02-17,2046.975,3245.907,4987.48,23301.84,1340.43,130.4543,111.3149,102.89,,,
2011-02-18,2030.318,3211.876,4941.432,23595.24,1343.01,130.4625,111.3595,102.96,,,
2011-02-21,2046.085,3257.908,5042.967,23485.42,--,130.2713,111.1927,108,,,
2011-02-22,1991.013,3163.578,4909.745,22990.81,1315.44,130.4762,111.1628,106.55,,,
2011-02-23,1995.679,3174.742,4979.057,22906.9,1307.4,130.7911,111.1692,112.17,,,
2011-02-24,2002.832,3190.935,5027.731,22601.04,1306.1,131.2704,111.3408,110.82,,,
2011-02-25,2006.66,3197.617,5032.797,23012.37,1319.88,131.057,111.271,112.3,,,
2011-02-28,2021.849,3239.559,5095.208,23338.02,1327.22,131.2236,111.362,112.1,,,
2011-03-01,2035.365,3254.893,5122.441,23396.42,1306.33,131.2893,111.382,116.6,,,
2011-03-02,2040.892,3243.298,5108.74,23048.66,1308.44,131.3837,111.4198,116.36,,,
2011-03-03,2051.649,3221.718,5009.047,23122.42,1330.97,131.3748,111.4862,114.59,,,
2011-03-04,2080.143,3270.666,5067.621,23408.86,1321.15,131.3044,111.4988,115.99,,,
2011-03-07,2123.28,3334.51,5138.248,23313.19,1310.13,131.3651,111.5878,114.7,,,
2011-03-08,2123.781,3337.457,5165.735,23711.7,1321.82,131.6414,111.6068,112.85,,,
2011-03-09,2120.211,3338.858,5181.368,23810.11,1320.02,131.7957,111.6852,116.04,,,
2011-03-10,2071.724,3280.259,5143.413,23614.89,1295.11,131.6049,111.6295,114.82,,,
2011-03-11,2049.113,3247.376,5139.746,23249.78,1304.28,131.5601,111.621,113.39,,,
2011-03-14,2053.52,3262.92,5190.037,23345.88,1296.39,131.7417,111.6656,113.67,,,
2011-03-15,2018.389,3203.961,5131.332,22678.25,1281.87,132.0389,111.668,108.01,,,
2011-03-16,2048.93,3248.195,5199.358,22700.88,1256.88,132.0575,111.698,110.41,,,
2011-03-17,2023.047,3197.1,5104.134,22284.43,1273.72,132.2484,111.7891,114.95,,,
2011-03-18,2034.485,3215.685,5126.934,22300.23,1279.21,132.1457,111.8682,114.32,,,
2011-03-21,2036.231,3207.11,5086.108,22685.22,1298.38,132.0298,111.8701,114.56,,,
2011-03-22,2054.753,3222.961,5085.812,22857.9,1293.77,131.9356,111.8992,115.84,,,
2011-03-23,2074.808,3264.926,5155.337,22825.4,1297.54,131.9468,111.9482,115.17,,,
2011-03-24,2064.165,3251.361,5169.264,22915.28,1309.66,132.072,111.9315,115.75,,,
2011-03-25,2096.286,3294.484,5212.345,23158.67,1313.8,132.1446,111.8943,115.77,,,
2011-03-28,2103.043,3290.571,5199.552,23068.19,1310.19,132.0864,111.93,114.55,,,
2011-03-29,2097.564,3257.979,5111.153,23060.36,1319.44,132.0371,111.928,114.88,,,
2011-03-30,2101.44,3256.08,5064.545,23451.43,1328.26,132.1076,111.9057,114.97,,,
2011-03-31,2083.748,3223.288,5000.402,23527.52,1325.83,132.1001,111.8655,117,,,
2011-04-01,2126.451,3272.729,5065.076,23801.9,1332.41,132.1373,111.8745,118.75,,,
2011-04-02,--,--,--,--,--,132.1789,111.8931,--,,,
2011-04-04,--,--,--,24150.58,1332.87,--,--,--,,,
2011-04-05,--,--,--,--,1332.63,--,--,--,,,
2011-04-06,2175.778,3311.067,5057.84,24285.05,1335.54,132.1087,111.8965,121.75,,,
2011-04-07,2174.401,3324.419,5089.751,24281.8,1333.51,132.1521,111.952,122.15,,,
2011-04-08,2185.316,3353.358,5148.799,24396.07,1328.17,132.2242,112.0172,126.24,,,
2011-04-11,2175.964,3333.427,5107.137,24303.07,1324.46,132.2906,112.0967,122.66,,,
2011-04-12,2165.833,3326.771,5114.459,23976.37,1314.16,132.4971,112.2191,120.7,,,
2011-04-13,2199.229,3372.031,5165.207,24135.03,1314.41,132.5137,112.3148,122.46,,,
2011-04-14,2190.147,3353.56,5150.869,24014,1314.52,132.5609,112.3984,122.2,,,
2011-04-15,2201.086,3358.944,5162.415,24008.07,1319.68,132.5794,112.4945,123.73,,,
2011-04-18,2201.371,3359.438,5178.894,23830.31,1305.14,132.4555,112.5803,121.93,,,
2011-04-19,2151.957,3295.812,5116.144,23520.62,1312.62,132.51,112.6486,121.29,,,
2011-04-20,2144.274,3295.758,5152.395,23896.1,1330.36,132.5314,112.6185,123.9,,,
2011-04-21,2160.699,3317.367,5188.111,24138.31,1337.38,132.5458,112.563,124.04,,,
2011-04-22,2151.669,3299.942,5165.123,--,--,132.5397,112.6169,--,,,
2011-04-25,2127.462,3249.574,5054.768,--,1335.25,132.5685,112.6248,123.66,,,
2011-04-26,2118.326,3230.96,4970.572,24007.38,1347.24,132.5794,112.5909,123.72,,,
2011-04-27,2113.012,3209.503,4913.497,23892.84,1355.66,132.6924,112.6268,125.47,,,
2011-04-28,2111.489,3161.776,4755.416,23805.63,1360.48,132.7534,112.6304,124.81,,,
2011-04-29,2113.871,3192.723,4836.866,23720.81,1363.61,132.7868,112.7078,125.89,,,
2011-05-02,--,--,--,--,1361.22,--,--,--,,,
2011-05-03,2114.417,3211.132,4920.57,23633.25,1356.62,132.8212,112.7317,122.15,,,
2011-05-04,2056.699,3129.028,4814.781,23315.24,1347.32,132.8525,112.8394,120.64,,,
2011-05-05,2050.069,3126.117,4827.212,23261.61,1335.1,132.8771,112.9185,110.76,,,
2011-05-06,2037.748,3121.396,4849.969,23159.14,1340.2,133.1078,113.0874,109.24,,,
2011-05-09,2036.764,3129.759,4889.92,23336,1346.29,133.1299,113.1738,115.28,,,
2011-05-10,2057.666,3153.221,4918.674,--,1357.16,133.1735,113.2879,117.32,,,
2011-05-11,2048.342,3145.085,4929.488,23291.8,1342.08,133.2146,113.345,112.37,,,
2011-05-12,2021.283,3101.603,4863.795,23073.76,1348.65,133.2669,113.4176,110.01,,,
2011-05-13,2043.259,3128.093,4902.564,23276.27,1337.77,133.1877,113.3377,113.26,,,
2011-05-16,2019.536,3100.463,4900.706,22960.63,1329.47,133.1578,113.3642,110.26,,,
2011-05-17,2033.78,3116.028,4873.954,22901.08,1328.98,133.1998,113.3707,110.16,,,
2011-05-18,2053.637,3139.379,4906.189,23011.14,1340.68,133.2098,113.3929,112.01,,,
2011-05-19,2046.113,3120.639,4879.892,23163.38,1343.6,133.2532,113.347,111.4,,,
2011-05-20,2052.544,3121.596,4863.185,23199.39,1333.27,133.2014,113.3945,112.42,,,
2011-05-23,1993.067,3022.98,4679.527,22711.02,1317.37,133.2942,113.3238,109.9,,,
2011-05-24,1995.273,3026.223,4672.076,22730.78,1316.28,133.3037,113.2856,112.26,,,
2011-05-25,1971.097,2990.343,4618.748,22747.28,1320.47,133.304,113.3572,115,,,
2011-05-26,1974.328,2978.381,4572.942,22900.79,1325.69,133.3196,113.4578,114.59,,,
2011-05-27,1976.693,2963.308,4428.894,23118.07,1331.1,133.4112,113.5277,115,,,
2011-05-30,1980.74,2954.506,4345.048,23184.32,--,133.4676,113.5063,114.68,,,
2011-05-31,2010.564,3001.556,4444.276,23684.13,1345.2,133.4124,113.48,116.68,,,
2011-06-01,2002.659,3004.173,4490.892,23626.43,1314.55,133.4167,113.4514,114.03,,,
2011-06-02,1963.052,2955.705,4429.999,23253.84,1312.94,133.4019,113.4643,115.88,,,
2011-06-03,1974.951,2986.349,4506.196,22949.56,1300.16,133.4181,113.4284,116.05,,,
2011-06-06,--,--,--,--,1286.17,--,--,--,,,
2011-06-07,1984.446,3004.262,4547.303,22868.67,1284.94,133.4346,113.4342,114.02,,,
2011-06-08,1980.672,3008.652,4562.972,22661.63,1279.56,133.2564,113.4256,117.62,,,
2011-06-09,1947.875,2951.889,4456.73,22609.83,1289,133.206,113.3774,119.49,,,
2011-06-10,1951.031,2961.932,4469.049,22420.37,1270.98,133.0805,113.3371,118.59,,,
2011-06-13,1945.72,2950.348,4468.787,22508.08,1271.83,133.0413,113.2932,119.1,,,
2011-06-14,1970.099,2993.559,4540.939,22496,1287.87,132.7824,113.1867,119.32,,,
2011-06-15,1952.076,2963.119,4499.694,22343.77,1265.42,132.3632,113.0046,113.64,,,
2011-06-16,1927.047,2917.578,4402.143,21953.11,1267.64,132.3756,112.9482,114.09,,,
2011-06-17,1912.379,2892.157,4337.367,21695.26,1271.5,132.3654,112.9374,113.2,,,
2011-06-20,1904.8,2874.896,4278.753,21599.51,1278.36,132.6536,112.9754,111.58,,,
2011-06-21,1923.816,2909.073,4338.422,21850.59,1295.52,132.859,113.0653,110.7,,,
2011-06-22,1923.562,2908.582,4321.219,21859.97,1287.14,132.504,113.0397,113.25,,,
2011-06-23,1950.874,2957.629,4402.938,21759.14,1283.5,132.3663,112.9974,108.61,,,
2011-06-24,1997.298,3027.47,4509.18,22171.95,1268.45,132.7249,113.0336,105.67,,,
2011-06-27,1994.583,3036.491,4568.189,22041.77,1280.1,132.9823,113.0937,106.42,,,
2011-06-28,1993.723,3041.734,4574.477,22061.78,1296.67,132.9668,113.1882,108.88,,,
2011-06-29,1960.771,3000.169,4511.545,22061.18,1307.41,132.9459,113.2165,112.6,,,
2011-06-30,1989.433,3044.089,4579.332,22398.1,1320.64,132.9328,113.1467,111.8,,,
2011-07-01,1986.03,3049.745,4604.746,--,1339.67,133.0177,113.2062,111.33,,,
2011-07-04,2033.855,3121.98,4719.391,22770.47,--,133.0381,113.2343,111.19,,,
2011-07-05,2029.623,3122.5,4749.424,22747.95,1337.88,133.0715,113.2325,113.29,,,
2011-07-06,2017.172,3113.712,4760.917,22517.55,1339.22,132.9467,113.2361,113.81,,,
2011-07-07,2006.141,3101.68,4761.452,22530.18,1353.22,132.9797,113.0698,116.13,,,
2011-07-08,2014.733,3109.183,4756.614,22726.43,1343.8,133.0688,113.0982,117.02,,,
2011-07-11,2010.689,3113.206,4799.42,22347.23,1319.49,133.05,113.1165,116.37,,,
2011-07-12,1968.076,3056.905,4731.118,21663.16,1313.64,133.1026,113.1297,116.07,,,
2011-07-13,1998.413,3106.247,4825.419,21926.88,1317.72,133.0906,113.0733,117.7,,,
2011-07-14,2005.752,3115.745,4866.165,21940.2,1308.87,132.9527,112.9598,116.59,,,
2011-07-15,2012.032,3128.889,4896.043,21875.38,1316.14,132.9423,112.8498,117.66,,,
2011-07-18,2002.826,3122.6,4895.26,21804.75,1305.44,132.752,112.8577,116.89,,,
2011-07-19,1988.297,3095.125,4843.705,21902.4,1326.73,132.3989,112.7361,117.37,,,
2011-07-20,1983.668,3091.567,4849.057,22003.69,1325.84,131.8674,112.5296,118.06,,,
2011-07-21,1961.302,3059.139,4784.388,21987.29,1343.8,131.6377,112.3105,118.05,,,
2011-07-22,1964.828,3067.985,4800.938,22444.8,1345.02,131.7443,112.2128,118.56,,,
2011-07-25,1909.813,2968.289,4613.73,22293.29,1337.43,131.8134,112.1881,117.74,,,
2011-07-26,1914.154,2977.766,4633.372,22572.08,1331.94,131.7776,112.1486,118.04,,,
2011-07-27,1918.787,3000.052,4710.379,22541.69,1304.89,131.6984,112.1458,117.32,,,
2011-07-28,1900.219,2981.002,4680.898,22570.74,1300.67,131.7156,112.0829,117.21,,,
2011-07-29,1908.213,2972.079,4628.32,22440.25,1292.28,131.8091,112.0606,116.35,,,
2011-08-01,1909.952,2977.721,4644.462,22663.37,1286.94,131.8873,112.0498,116.74,,,
2011-08-02,1894.323,2956.383,4610.783,22421.46,1254.05,131.8429,112.0084,115.94,,,
2011-08-03,1893.003,2954.87,4625.173,21992.72,1260.34,131.4409,111.9238,113.44,,,
2011-08-04,1895.43,2960.309,4649.425,21884.74,1200.07,131.5416,111.9294,107.93,,,
2011-08-05,1850.143,2897.417,4559.018,20946.14,1199.38,131.8516,112.0622,109.85,,,
2011-08-08,1794.431,2793.897,4330.771,20490.57,1119.46,132.0899,112.1155,103.44,,,
2011-08-09,1801.822,2798.19,4317.107,19330.7,1172.53,132.3558,112.1052,104.85,,,
2011-08-10,1814.667,2824.12,4378.698,19783.67,1120.76,132.3835,112.0776,104.98,,,
2011-08-11,1840.289,2866.924,4454.394,19595.14,1172.64,132.6441,112.1347,105.57,,,
2011-08-12,1838.159,2875.365,4505.886,19620.01,1178.81,132.6749,112.1076,107.52,,,
2011-08-15,1872.389,2917.883,4571.719,20260.1,1204.49,132.7651,112.1847,109.52,,,
2011-08-16,1862.892,2897.581,4533.321,20212.08,1192.76,132.6701,112.2496,109.56,,,
2011-08-17,1858.303,2886.013,4513.485,20289.03,1193.89,132.7383,112.302,110.57,,,
2011-08-18,1824.857,2834.254,4436.101,20016.27,1140.65,132.6533,112.2691,106.69,,,
2011-08-19,1806.283,2807.664,4395.019,19399.92,1123.53,132.8028,112.362,109.22,,,
2011-08-22,1790.136,2777.787,4363.959,19486.87,1123.82,132.8473,112.398,108.5,,,
2011-08-23,1821.192,2821.003,4434.922,19875.53,1162.35,132.8333,112.384,109.78,,,
2011-08-24,1806.79,2810.016,4427.978,19466.79,1177.6,132.8281,112.3402,110,,,
2011-08-25,1878.479,2903.837,4520.171,19752.48,1159.27,132.6982,112.2494,110.48,,,
2011-08-26,1876.334,2901.216,4530.423,19582.88,1176.8,132.6463,112.2105,111.25,,,
2011-08-29,1836.877,2852.809,4490.158,19865.11,1210.08,131.8779,111.8748,111.88,,,
2011-08-30,1835.072,2841.74,4451.726,20204.17,1212.92,131.5713,111.6077,114,,,
2011-08-31,1841.539,2846.776,4430.538,20534.85,1218.89,131.7326,111.5896,114.6,,,
2011-09-01,1840.371,2834.535,4395.069,20585.33,1204.42,131.9693,111.6369,114.2,,,
2011-09-02,1820.676,2803.854,4344.977,20212.91,1173.97,131.9993,111.6554,112.52,,,
2011-09-05,1786.465,2743.817,4238.069,19616.4,--,132.2113,111.7371,111.13,,,
2011-09-06,1779.518,2723.303,4204.908,19710.5,1165.24,132.3892,111.6853,111.92,,,
2011-09-07,1813.864,2779.09,4306.361,20048,1198.62,132.1876,111.4627,115.22,,,
2011-09-08,1799.784,2756.105,4260.155,19912.82,1185.9,132.1528,111.3085,114.98,,,
2011-09-09,1800.934,2751.095,4233.748,19866.63,1154.23,132.3002,111.2461,112.13,,,
2011-09-12,--,--,--,19030.54,1162.27,--,--,--,,,
2011-09-13,1783.181,2720.283,4164.288,--,1172.87,132.5192,111.2625,109.77,,,
2011-09-14,1787.115,2733.108,4212.129,19045.44,1188.68,132.4957,111.2373,109.65,,,
2011-09-15,1779.684,2729.051,4215.5,19181.5,1209.11,132.354,111.1923,112.3,,,
2011-09-16,1784.934,2733.987,4214.816,19455.31,1216.01,132.2244,111.1749,112.22,,,
2011-09-19,1749.705,2679.27,4131.885,18917.95,1204.09,132.2256,111.2129,108.11,,,
2011-09-20,1757.641,2689.845,4151.851,19014.8,1202.09,132.2444,111.2199,110.54,,,
2011-09-21,1808.37,2771.011,4275.094,18824.17,1166.76,132.2193,111.1882,110.36,,,
2011-09-22,1750.611,2685.688,4151.8,17911.95,1129.56,132.4211,111.2087,105.19,,,
2011-09-23,1740.322,2669.478,4117.735,17668.83,1136.43,133.1201,111.2268,102.51,,,
2011-09-26,1689.931,2610.919,4051.425,17407.8,1162.95,133.6632,111.2682,103.42,,,
2011-09-27,1710.987,2637.879,4068.231,18130.55,1175.38,133.5244,111.2925,105.65,,,
2011-09-28,1695.837,2610.59,3999.782,18011.06,1151.06,133.5037,111.3043,104.33,,,
2011-09-29,1689.538,2588.185,3871.06,--,1160.4,133.7502,111.3311,103.2,,,
2011-09-30,1684.497,2581.351,3856.828,17592.41,1131.42,133.949,111.3437,100.56,,,
2011-10-03,--,--,--,16822.15,1099.23,--,--,--,,,
2011-10-04,--,--,--,16250.27,1123.95,--,--,--,,,
2011-10-05,--,--,--,--,1144.03,--,--,--,,,
2011-10-06,--,--,--,17172.28,1164.97,--,--,--,,,
2011-10-07,--,--,--,17707.01,1155.46,--,--,--,,,
2011-10-08,--,--,--,--,--,134.1145,111.5206,--,,,
2011-10-09,--,--,--,--,--,134.5599,111.538,--,,,
2011-10-10,1669.348,2557.082,3832.577,17711.06,1194.89,134.9572,111.6098,107.02,,,
2011-10-11,1675.42,2551.994,3817.927,18141.59,1195.54,135.1365,111.6376,107.76,,,
2011-10-12,1737.358,2644.758,3950.655,18329.46,1207.25,135.0003,111.6418,108.64,,,
2011-10-13,1746.935,2662.601,4001.853,18757.81,1203.66,134.8719,111.6917,109.2,,,
2011-10-14,1745.214,2653.782,3985.193,18501.79,1224.58,135.1722,111.7823,112.62,,,
2011-10-17,1757.056,2666.951,3997.121,18873.99,1200.86,135.0995,112.0092,110.09,,,
2011-10-18,1709.283,2592.209,3877.024,18076.46,1225.38,135.4688,112.3098,111.13,,,
2011-10-19,1708.946,2583.081,3854.169,18309.22,1209.88,135.525,113.0516,108.3,,,
2011-10-20,1674.027,2520.532,3740.469,17983.1,1215.39,135.6132,113.543,109.66,,,
2011-10-21,1676.097,2507.877,3671.695,18025.72,1238.25,135.5803,113.6369,109.78,,,
2011-10-24,1729.033,2576.669,3736.765,18771.82,1254.19,135.5639,113.605,111.3,,,
2011-10-25,1751.677,2625.425,3842.978,18968.2,1229.05,135.3508,113.4927,111.02,,,
2011-10-26,1765.628,2651.652,3884.39,19066.54,1242,135.4461,113.4901,109.5,,,
2011-10-27,1774.506,2657.478,3888.992,19688.7,1284.59,135.3869,113.4745,112.35,,,
2011-10-28,1807.056,2709.017,3978.8,20019.24,1285.09,135.5137,113.4391,110.16,,,
2011-10-31,1792.051,2695.307,3999.362,19864.87,1253.3,135.7151,113.5503,109.19,,,
2011-11-01,1795.392,2697.534,3999.831,19369.96,1218.28,136.0656,113.6796,109.54,,,
2011-11-02,1825.453,2742.39,4072.781,19733.71,1237.9,136.2573,113.8473,109.73,,,
2011-11-03,1819.042,2744.301,4097.618,19242.5,1261.15,136.3178,113.9255,109.73,,,
2011-11-04,1831.755,2763.746,4131.13,19842.79,1253.23,136.4126,114.0406,111.14,,,
2011-11-07,1809.798,2736.248,4114.767,19677.89,1261.12,136.38,114.2258,113.33,,,
2011-11-08,1808.609,2727.71,4057.555,19678.47,1275.92,136.6506,114.419,113.93,,,
2011-11-09,1821.756,2751.654,4126.003,20014.43,1229.1,137.1437,114.4966,111.35,,,
2011-11-10,1781.911,2699.588,4064.371,18963.89,1239.69,137.8233,114.8532,111.87,,,
2011-11-11,1779.514,2695.002,4062.144,19137.17,1263.85,137.6495,115.2089,112.96,,,
2011-11-14,1816.057,2750.195,4159.567,19508.18,1251.78,137.7395,115.224,111.2,,,
2011-11-15,1808.176,2744.68,4192.665,19348.44,1257.81,137.3275,115.1573,112.36,,,
2011-11-16,1755.415,2670.116,4088.323,18960.9,1236.91,137.4588,115.1073,110.99,,,
2011-11-17,1748.447,2662.017,4079.536,18817.47,1216.13,137.3564,114.8739,107.82,,,
2011-11-18,1720.764,2606.495,3963.258,18491.23,1215.65,137.3892,114.9602,107.63,,,
2011-11-21,1721.386,2609.687,3966.636,18225.85,1192.98,137.2628,114.7744,106.9,,,
2011-11-22,1722.234,2609.475,3957.93,18251.59,1188.04,137.3201,114.6973,108.73,,,
2011-11-23,1701.065,2584.011,3942.695,17864.43,1161.79,137.7098,114.7536,107,,,
2011-11-24,1704.691,2588.915,3935.273,17935.1,--,137.637,114.8226,107.64,,,
2011-11-25,1691.671,2569.973,3911.356,17689.48,1158.67,137.6735,114.8392,106.64,,,
2011-11-28,1693.668,2573.321,3915.298,18037.81,1192.55,137.5664,114.9163,108.54,,,
2011-11-29,1716.095,2608.569,3980.618,18256.2,1195.19,137.5539,114.7625,110.4,,,
2011-11-30,1662.748,2521.52,3819.942,17989.35,1246.96,137.7012,114.7506,110.39,,,
2011-12-01,1713.048,2583.613,3897.019,19002.26,1244.58,138.7209,115.6234,109.1,,,
2011-12-02,1704.457,2557.311,3817.041,19040.39,1244.28,139.1156,115.8771,109.8,,,
2011-12-05,1694.496,2521.385,3692.227,19179.69,1257.08,139.2735,115.959,109.08,,,
2011-12-06,1689.01,2516.341,3691.804,18942.23,1258.47,139.1447,115.882,110.32,,,
2011-12-07,1702.454,2528.228,3702.103,19240.58,1261.01,139.0883,115.9737,109.33,,,
2011-12-08,1701.68,2525.001,3700.089,19107.81,1234.35,139.1097,116.0592,107.33,,,
2011-12-09,1692.061,2503.461,3663.843,18586.23,1255.19,139.1972,116.0412,108.88,,,
2011-12-12,1678.698,2477.692,3616.087,18575.66,1236.47,139.1352,116.0479,107.03,,,
2011-12-13,1645.815,2421.928,3490.4,18447.17,1225.73,139.089,116.0079,109.14,,,
2011-12-14,1637.009,2397.48,3423.474,18354.43,1211.82,139.1399,116.0193,103.97,,,
2011-12-15,1599.012,2340.788,3329.575,18026.84,1215.75,139.1277,116.0268,103.27,,,
2011-12-16,1628.999,2390.129,3427.214,18285.39,1219.66,139.287,116.1115,103.66,,,
2011-12-19,1625.257,2384.408,3434.845,18070.21,1205.35,139.2956,116.1982,103.85,,,
2011-12-20,1624.445,2377.073,3424.448,18080.2,1241.3,139.331,116.2201,106.73,,,
2011-12-21,1604.251,2339.108,3342.401,18416.45,1243.72,139.3088,116.197,99.31,,,
2011-12-22,1608.238,2341.335,3298.724,18378.23,1254,139.3151,116.2246,107.73,,,
2011-12-23,1617.944,2359.159,3327.394,18629.17,1265.33,139.2989,116.2361,107.35,,,
2011-12-26,1601.467,2335.702,3308.072,--,--,139.4275,116.3266,--,,,
2011-12-27,1590.995,2305.035,3224.148,--,1265.43,139.4662,116.3536,109.27,,,
2011-12-28,1594.835,2307.928,3207.399,18518.67,1249.64,139.4685,116.3812,106.76,,,
2011-12-29,1596.587,2311.361,3207.181,18397.92,1263.02,139.582,116.4112,107.53,,,
2011-12-30,1617.613,2345.742,3266.775,18434.39,1257.6,139.7266,116.5073,106.62,,,
2011-12-31,--,--,--,--,--,139.8225,116.5261,--,,,
2012-01-03,--,--,--,18877.41,1277.06,--,--,--,,,
2012-01-04,1595.12,2298.753,3192.234,18727.31,1277.3,139.7554,116.6122,113.33,,,
2012-01-05,1596.593,2276.385,3074.368,18813.41,1281.06,139.7878,116.7529,112.36,,,
2012-01-06,1608.358,2290.601,3087.546,18593.06,1277.81,140.0117,116.9911,113.22,,,
2012-01-09,1659.054,2368.57,3212.904,18865.72,1280.7,140.0766,117.2759,112.32,,,
2012-01-10,1704.744,2447.349,3345.391,19004.28,1292.08,140.1086,117.6396,112.96,,,
2012-01-11,1694.264,2435.608,3346.742,19151.94,1292.48,140.0143,117.9309,112.06,,,
2012-01-12,1701.452,2435.219,3345.812,19095.38,1295.5,140.0576,118.1944,111.05,,,
2012-01-13,1685.913,2394.334,3233.701,19204.42,1289.09,140.0388,118.1619,110.35,,,
2012-01-16,1661.994,2345.649,3130.558,19012.2,--,139.9708,118.2007,111.34,,,
2012-01-17,1736.606,2460.601,3304.88,19627.75,1293.67,140.0622,118.206,111.53,,,
2012-01-18,1714.699,2422.189,3237.852,19686.92,1308.04,140.0974,118.1985,110.66,,,
2012-01-19,1750.521,2468.35,3270.765,19942.95,1314.5,140.2652,118.2789,111.55,,,
2012-01-20,1775.091,2504.086,3315.603,20110.37,1315.38,140.2983,118.3103,110.14,,,
2012-01-21,--,--,--,--,--,140.3107,118.3218,--,,,
2012-01-23,--,--,--,--,1316,--,--,--,,,
2012-01-24,--,--,--,--,1314.65,--,--,--,,,
2012-01-25,--,--,--,--,1326.06,--,--,--,,,
2012-01-26,--,--,--,20439.14,1318.43,--,--,--,,,
2012-01-27,--,--,--,20501.67,1316.33,--,--,--,,,
2012-01-29,--,--,--,--,--,140.4287,118.464,--,,,
2012-01-30,1742.818,2460.72,3292.409,20160.41,1313.01,140.3322,118.6416,110.93,,,
2012-01-31,1744.708,2464.26,3294.494,20390.49,1312.41,140.3288,118.7898,111.1,,,
2012-02-01,1713.684,2428.994,3266.234,20333.37,1324.09,140.1174,118.7284,111.56,,,
2012-02-02,1761.941,2486.238,3328.153,20739.45,1325.54,140.0322,118.6901,112.07,,,
2012-02-03,1772.192,2506.09,3383.05,20756.98,1344.9,140.0793,118.6685,113.29,,,
2012-02-06,1764.818,2504.322,3412.405,20709.94,1344.33,139.8431,118.6812,115.63,,,
2012-02-07,1732.024,2457.954,3356.838,20699.19,1347.05,139.8473,118.641,115.8,,,
2012-02-08,1782.059,2528.236,3445.52,21018.46,1349.96,139.6624,118.4881,116.63,,,
2012-02-09,1778.097,2529.231,3469.846,21010.01,1351.95,139.474,118.3463,118.04,,,
2012-02-10,1778.317,2533.624,3488.229,20783.86,1342.64,139.5771,118.3703,116.75,,,
2012-02-13,1768.539,2531.981,3519.875,20887.4,1351.77,139.7304,118.5067,117.39,,,
2012-02-14,1758.984,2522.107,3524.625,20917.83,1350.5,139.7768,118.5317,117.35,,,
2012-02-15,1773.169,2549.607,3578.149,21365.23,1343.23,139.62,118.4549,118.93,,,
2012-02-16,1761.877,2536.074,3577.202,21277.28,1358.04,139.6028,118.3614,120.11,,,
2012-02-17,1765.652,2537.086,3565.306,21491.62,1361.23,139.5202,118.2257,119.58,,,
