,沪深300,新华商品指数,债券指数,标普500,上证50,纳斯达克100,中证REITs
2013-08-15,2321.576,1244.063,143.4714,1661.32,1595.152,3076.23,
2013-08-16,2304.144,1254.014,143.4839,1655.83,1592.794,3073.91,
2013-08-19,2331.43,1254.305,143.1752,1646.06,1608.865,3069.76,
2013-08-20,2312.465,1244.937,142.7926,1652.35,1594.54,3082.17,
2013-08-21,2308.589,1246.904,142.9724,1642.8,1588.081,3071.47,
2013-08-22,2303.932,1248.63,142.9961,1656.96,1582.618,3101.82,
2013-08-23,2286.929,1254.444,143.281,1663.5,1566.293,3124.27,
2013-08-26,2335.616,1275.299,143.5087,1656.78,1601.379,3122.67,
2013-08-27,2340.881,1276.214,143.4705,1630.48,1602.002,3059.58,
2013-08-28,2328.056,1264.213,143.1961,1634.96,1592.869,3072.17,
2013-08-29,2318.311,1258.68,143.161,1638.17,1588.153,3093.36,
2013-08-30,2313.91,1251.703,143.1928,1632.97,1589.777,3073.81,
2013-09-02,2320.344,1269.296,143.1773,,1591.934,,
2013-09-03,2354.502,1266.476,143.1697,1639.77,1614.537,3091.76,
2013-09-04,2350.699,1259.798,143.014,1653.08,1613.537,3124.54,
2013-09-05,2341.735,1257.777,143.0394,1655.08,1609.604,3129.94,
2013-09-06,2357.782,1263.075,143.107,1655.17,1625.854,3133.38,
2013-09-09,2440.609,1269.434,143.0373,1671.71,1713.385,3169.93,
2013-09-10,2474.894,1259.809,142.8856,1683.99,1737.581,3185.07,
2013-09-11,2482.889,1261.608,142.6043,1689.13,1741.318,3179.86,
2013-09-12,2507.455,1252.038,142.5854,1683.42,1772.664,3175.57,
2013-09-13,2488.902,1249.108,142.397,1687.99,1749.244,3178.28,
2013-09-16,2478.39,1241.211,142.3339,1697.6,1738.248,3168.69,
2013-09-17,2427.322,1244.87,142.3937,1704.76,1698.629,3190.83,
2013-09-18,2432.51,1247.829,142.3252,1725.52,1700.587,3231.31,
2013-09-19,,,,1722.34,,3237.61,
2013-09-20,,,,1709.91,,3224.73,
2013-09-22,,,142.8413,,,,
2013-09-23,2472.288,1251.371,142.6728,1701.84,1713.084,3219.34,
2013-09-24,2443.885,1248.553,142.5733,1697.42,1673.558,3218.66,
2013-09-25,2429.03,1249.553,142.6765,1692.77,1661.607,3208.55,
2013-09-26,2384.443,1251.799,142.9303,1698.67,1632.695,3234.04,
2013-09-27,2394.971,1246.346,142.8803,1691.75,1639.152,3230.3,
2013-09-29,,,142.8727,,,,
2013-09-30,2409.037,1245.884,142.917,1681.55,1643.055,3218.2,
2013-10-01,,,,1695.0,,3253.05,
2013-10-02,,,,1693.87,,3253.26,
2013-10-03,,,,1678.66,,3213.83,
2013-10-04,,,,1690.5,,3242.57,
2013-10-07,,,,1676.12,,3215.69,
2013-10-08,2441.811,1254.237,143.0853,1655.45,1659.713,3153.87,
2013-10-09,2453.583,1252.055,142.9605,1656.4,1668.476,3142.54,
2013-10-10,2429.317,1250.932,143.0653,1692.56,1637.933,3210.84,
2013-10-11,2468.508,1253.497,143.0618,1703.2,1669.268,3233.83,
2013-10-12,,,143.0879,,,,
2013-10-14,2472.542,1262.078,142.866,1710.14,1662.168,3256.02,
2013-10-15,2467.517,1258.674,142.7716,1698.06,1656.259,3244.66,
2013-10-16,2421.371,1254.775,142.6502,1721.54,1634.223,3281.67,
2013-10-17,2413.33,1247.811,142.666,1733.15,1627.177,3301.28,
2013-10-18,2426.054,1253.543,142.5836,1744.5,1636.8,3353.88,
2013-10-21,2471.322,1259.591,142.5456,1744.66,1657.583,3361.18,
2013-10-22,2445.891,1252.51,142.4296,1754.67,1640.066,3366.93,
2013-10-23,2418.491,1249.943,142.37,1746.38,1638.499,3346.05,
2013-10-24,2400.511,1247.136,142.1312,1752.07,1621.605,3362.38,
2013-10-25,2368.559,1233.142,142.0289,1759.77,1611.519,3383.83,
2013-10-28,2365.954,1234.583,142.0536,1762.11,1610.686,3382.68,
2013-10-29,2372.053,1235.689,141.8865,1771.95,1633.721,3391.75,
2013-10-30,2407.471,1243.212,141.8104,1763.31,1653.417,3385.38,
2013-10-31,2373.718,1237.579,142.0324,1756.54,1631.047,3377.73,
2013-11-01,2384.96,1242.937,142.2562,1761.64,1644.752,3379.76,
2013-11-04,2380.454,1237.696,142.2125,1767.93,1638.512,3384.75,
2013-11-05,2383.769,1235.879,142.0066,1762.97,1633.662,3388.82,
2013-11-06,2353.568,1232.551,141.7948,1770.49,1614.214,3385.38,
2013-11-07,2340.552,1235.494,141.3257,1747.15,1610.584,3321.41,
2013-11-08,2307.945,1231.59,141.1415,1770.61,1587.44,3366.84,
2013-11-11,2315.889,1232.542,140.3639,1771.89,1591.139,3362.98,
2013-11-12,2340.0,1231.992,140.4171,1767.69,1610.777,3365.23,
2013-11-13,2288.116,1229.302,140.008,1782.0,1569.245,3405.56,
2013-11-14,2304.501,1229.99,139.7898,1790.62,1572.729,3415.14,
2013-11-15,2350.734,1223.411,139.1286,1798.18,1604.823,3422.58,
2013-11-18,2428.903,1222.293,138.7833,1791.53,1675.159,3388.87,
2013-11-19,2412.163,1222.337,138.5353,1787.87,1659.53,3378.13,
2013-11-20,2424.85,1229.217,138.2699,1781.37,1663.759,3367.17,
2013-11-21,2409.989,1225.361,138.4341,1795.85,1648.086,3402.74,
2013-11-22,2397.962,1227.005,138.7783,1804.76,1642.496,3422.02,
2013-11-25,2388.629,1224.511,138.8161,1802.48,1633.782,3427.49,
2013-11-26,2387.416,1228.216,138.9138,1802.75,1630.94,3445.76,
2013-11-27,2414.481,1228.673,139.3518,1807.23,1648.789,3470.48,
2013-11-28,2439.53,1229.696,139.9459,,1664.625,,
2013-11-29,2438.944,1234.831,140.5427,1805.81,1661.409,3487.82,
2013-12-02,2418.788,1237.592,139.9453,1800.9,1678.867,3481.15,
2013-12-03,2442.784,1233.069,140.1689,1795.15,1681.509,3479.34,
2013-12-04,2475.135,1236.75,140.2342,1792.81,1699.176,3483.01,
2013-12-05,2468.197,1234.857,139.8235,1785.03,1692.38,3477.73,
2013-12-06,2452.287,1237.386,139.6644,1805.09,1675.255,3504.26,
2013-12-09,2450.872,1241.651,139.451,1808.37,1669.872,3516.17,
2013-12-10,2453.322,1242.474,139.0108,1802.62,1670.553,3514.2,
2013-12-11,2412.763,1241.825,138.8872,1782.22,1639.182,3468.99,
2013-12-12,2410.015,1244.634,139.128,1775.5,1631.914,3460.29,
2013-12-13,2406.639,1231.155,139.5551,1775.32,1626.41,3456.4,
2013-12-16,2367.923,1230.241,139.4947,1786.54,1602.455,3475.79,
2013-12-17,2356.376,1229.458,139.4424,1781.0,1597.265,3469.32,
2013-12-18,2357.226,1225.924,139.3278,1810.65,1598.678,3509.63,
2013-12-19,2332.41,1221.831,139.1319,1809.6,1580.113,3498.63,
2013-12-20,2278.136,1219.512,139.1361,1818.32,1537.413,3531.19,
2013-12-23,2284.602,1214.712,139.1749,1827.99,1541.265,3569.4,
2013-12-24,2288.248,1212.494,139.3793,1833.32,1539.599,3572.8,
2013-12-25,2305.11,1216.31,139.3824,,1547.359,,
2013-12-26,2265.334,1215.292,139.4647,1842.02,1524.883,3584.58,
2013-12-27,2303.478,1220.397,139.5069,1841.4,1550.221,3574.02,
2013-12-30,2299.458,1213.836,139.5676,1841.07,1547.919,3570.08,
2013-12-31,2330.026,1208.396,139.5265,1848.36,1574.781,3592.0,
2014-01-02,2321.978,1211.577,139.3753,1831.98,1561.099,3563.57,
2014-01-03,2290.779,1198.592,139.2041,1831.37,1536.067,3538.73,
2014-01-06,2238.637,1189.457,139.1259,1826.77,1512.93,3526.96,
2014-01-07,2238.001,1182.427,139.217,1837.88,1510.654,3557.85,
2014-01-08,2241.911,1181.163,139.4991,1837.49,1515.333,3567.54,
2014-01-09,2222.221,1176.944,139.6104,1838.13,1503.881,3552.58,
2014-01-10,2204.851,1180.477,139.6564,1842.37,1498.268,3565.08,
2014-01-13,2193.679,1175.074,139.6871,1819.2,1494.613,3512.8,
2014-01-14,2212.846,1184.405,139.6908,1838.88,1499.285,3580.65,
2014-01-15,2208.941,1181.082,139.9036,1848.38,1488.509,3609.84,
2014-01-16,2211.844,1181.656,139.8783,1845.89,1493.094,3611.29,
2014-01-17,2178.488,1179.956,139.8799,1838.7,1475.671,3591.25,
2014-01-20,2165.993,1182.327,139.9177,,1464.842,,
2014-01-21,2187.41,1173.536,140.3507,1843.8,1478.884,3617.7,
2014-01-22,2243.796,1173.069,140.7632,1844.86,1514.121,3627.72,
2014-01-23,2231.889,1174.081,140.8691,1828.46,1499.031,3613.76,
2014-01-24,2245.678,1175.909,140.7815,1790.29,1502.065,3541.48,
2014-01-26,,,141.1095,,,,
2014-01-27,2215.919,1167.554,141.1898,1781.56,1478.865,3509.02,
2014-01-28,2219.855,1157.13,141.156,1792.5,1487.803,3505.72,
2014-01-29,2227.781,1160.435,141.1482,1774.2,1494.49,3467.82,
2014-01-30,2202.45,1156.545,141.1531,1794.19,1477.345,3532.41,
2014-01-31,,,,1782.59,,3521.92,
2014-02-03,,,,1741.89,,3440.5,
2014-02-04,,,,1755.2,,3470.2,
2014-02-05,,,,1751.64,,3454.9,
2014-02-06,,,,1773.43,,3497.6,
2014-02-07,2212.483,1159.829,141.5409,1797.02,1475.343,3561.91,
2014-02-08,,,141.6029,,,,
2014-02-10,2267.534,1170.195,141.5774,1799.84,1505.834,3582.11,
2014-02-11,2285.562,1161.788,141.5991,1819.75,1528.322,3621.72,
2014-02-12,2291.246,1164.974,141.6285,1819.26,1527.001,3627.36,
2014-02-13,2279.554,1164.042,141.6942,1829.83,1528.015,3659.56,
2014-02-14,2295.575,1167.54,141.7266,1838.63,1534.239,3663.88,
2014-02-17,2311.647,1179.686,141.6126,,1538.105,,
2014-02-18,2282.442,1172.078,141.4967,1840.76,1508.541,3679.43,
2014-02-19,2308.656,1176.503,141.4145,1828.75,1533.396,3652.85,
2014-02-20,2287.436,1168.141,141.5115,1839.78,1520.138,3671.93,
2014-02-21,2264.294,1168.003,141.6048,1836.25,1505.331,3662.6,
2014-02-24,2214.509,1153.23,141.8833,1847.61,1468.06,3685.81,
2014-02-25,2157.909,1148.465,142.5959,1845.12,1440.892,3679.14,
2014-02-26,2163.405,1148.422,142.4899,1845.16,1444.198,3676.6,
2014-02-27,2154.108,1142.829,143.0507,1854.29,1452.461,3699.8,
2014-02-28,2178.971,1138.272,142.8031,1859.45,1464.321,3696.1,
2014-03-03,2190.37,1138.542,142.6409,1845.73,1462.686,3668.37,
2014-03-04,2184.273,1136.395,142.2413,1873.91,1464.284,3719.93,
2014-03-05,2163.976,1145.334,142.1349,1873.81,1448.331,3727.19,
2014-03-06,2173.634,1143.506,142.1273,1877.03,1459.508,3720.93,
2014-03-07,2168.358,1138.447,142.1575,1878.04,1455.585,3703.4,
2014-03-10,2097.787,1111.84,142.4063,1877.17,1408.873,3706.34,
2014-03-11,2108.661,1120.563,142.3842,1867.63,1412.733,3691.5,
2014-03-12,2114.134,1119.243,142.5458,1868.2,1418.698,3707.06,
2014-03-13,2140.333,1120.811,142.6521,1846.34,1437.392,3651.49,
2014-03-14,2122.836,1112.64,142.7546,1841.13,1426.395,3627.87,
2014-03-17,2143.038,1103.176,142.8601,1858.83,1434.157,3662.51,
2014-03-18,2138.133,1105.762,142.6979,1872.25,1427.63,3706.62,
2014-03-19,2120.87,1108.145,142.6321,1860.77,1418.707,3682.74,
2014-03-20,2086.967,1105.377,142.5583,1872.01,1406.915,3693.97,
2014-03-21,2158.798,1101.702,142.668,1866.52,1464.08,3653.07,
2014-03-24,2176.554,1104.969,142.681,1857.44,1477.532,3617.39,
2014-03-25,2174.44,1115.249,142.7066,1865.62,1470.121,3629.73,
2014-03-26,2171.047,1116.725,142.7567,1852.56,1467.08,3582.89,
2014-03-27,2155.707,1115.81,142.7505,1849.04,1464.53,3563.13,
2014-03-28,2151.965,1126.143,142.712,1857.62,1472.047,3571.49,
2014-03-31,2146.305,1127.561,142.8343,1872.34,1465.783,3595.74,
2014-04-01,2163.115,1131.237,142.8422,1885.52,1473.142,3658.4,
2014-04-02,2180.727,1127.053,142.8266,1890.9,1491.303,3665.99,
2014-04-03,2165.008,1125.838,142.7577,1888.77,1477.488,3637.58,
2014-04-04,2185.472,1133.19,142.7348,1865.09,1490.334,3539.38,
2014-04-07,,,,1845.04,,3507.75,
2014-04-08,2237.316,1139.705,142.8719,1851.96,1534.747,3538.23,
2014-04-09,2238.62,1132.455,142.6986,1872.18,1530.875,3600.44,
2014-04-10,2273.761,1127.844,142.7737,1833.08,1570.397,3487.76,
2014-04-11,2270.666,1128.423,142.872,1815.69,1565.308,3446.85,
2014-04-14,2268.613,1130.716,143.0975,1830.61,1557.7,3474.63,
2014-04-15,2229.463,1131.402,143.2248,1842.98,1523.22,3487.85,
2014-04-16,2232.526,1130.038,143.4146,1862.31,1527.054,3533.09,
2014-04-17,2224.803,1129.889,144.0706,1864.85,1520.562,3534.53,
2014-04-18,2224.479,1116.989,144.0031,,1521.278,,
2014-04-21,2187.248,1110.322,144.0358,1871.89,1493.756,3559.95,
2014-04-22,2196.795,1113.802,144.0704,1879.55,1509.547,3588.81,
2014-04-23,2194.668,1115.424,143.9053,1875.39,1507.041,3557.04,
2014-04-24,2190.474,1120.514,143.8755,1878.61,1510.285,3591.03,
2014-04-25,2167.826,1122.465,143.9718,1863.4,1501.046,3533.1,
2014-04-28,2134.969,1124.251,144.0246,1869.43,1483.776,3545.03,
2014-04-29,2158.47,1123.484,144.0909,1878.33,1496.009,3573.99,
2014-04-30,2158.659,1119.486,144.2228,1883.95,1494.808,3582.02,
2014-05-01,,,,1883.68,,3594.36,
2014-05-02,,,,1881.14,,3587.64,
2014-05-04,,,144.3882,,,,
2014-05-05,2156.47,1118.003,144.3926,1884.66,1487.532,3605.09,
2014-05-06,2157.328,1111.215,144.6086,1867.72,1485.25,3556.51,
2014-05-07,2137.316,1109.288,144.7057,1878.21,1476.176,3546.47,
2014-05-08,2135.496,1104.531,145.1143,1875.63,1478.717,3540.42,
2014-05-09,2133.911,1105.843,146.014,1878.48,1480.737,3555.7,
2014-05-12,2180.054,1114.247,146.0074,1896.65,1508.387,3612.73,
2014-05-13,2174.852,1116.428,145.9055,1897.45,1503.517,3611.13,
2014-05-14,2172.372,1123.26,145.7663,1888.53,1500.825,3593.25,
2014-05-15,2144.084,1119.768,145.6799,1870.85,1488.771,3565.17,
2014-05-16,2145.952,1109.427,145.6618,1877.86,1487.735,3587.2,
2014-05-19,2115.143,1118.826,145.8286,1885.08,1459.212,3615.62,
2014-05-20,2115.771,1117.261,145.8168,1872.83,1460.82,3600.31,
2014-05-21,2135.905,1113.507,145.8391,1888.03,1474.139,3635.61,
2014-05-22,2130.868,1118.308,145.8902,1892.49,1471.552,3650.86,
2014-05-23,2148.414,1121.752,146.2476,1900.53,1484.375,3677.33,
2014-05-26,2155.976,1131.05,146.3824,,1486.049,,
2014-05-27,2147.28,1125.273,146.453,1911.91,1479.733,3723.07,
2014-05-28,2169.352,1123.438,146.6287,1909.78,1491.756,3712.26,
2014-05-29,2155.164,1119.91,146.819,1920.03,1484.307,3735.72,
2014-05-30,2156.464,1116.751,147.0931,1923.57,1482.096,3736.82,
2014-06-02,,,,1924.97,,3732.96,
2014-06-03,2149.918,1112.898,147.6082,1924.24,1477.52,3730.07,
2014-06-04,2128.274,1112.252,147.7639,1927.88,1466.387,3743.59,
2014-06-05,2150.602,1116.571,147.6499,1940.46,1484.241,3776.95,
2014-06-06,2134.716,1116.377,147.4883,1949.44,1472.268,3794.57,
2014-06-09,2134.281,1112.817,147.4707,1951.27,1475.347,3795.74,
2014-06-10,2161.268,1112.401,147.6155,1950.79,1493.533,3800.86,
2014-06-11,2160.766,1111.358,147.6511,1943.89,1488.764,3797.85,
2014-06-12,2153.41,1104.935,147.6562,1930.11,1483.861,3763.8,
2014-06-13,2176.242,1110.746,147.4934,1936.16,1502.961,3775.56,
2014-06-16,2191.855,1110.827,147.7003,1937.78,1518.705,3779.93,
2014-06-17,2169.674,1110.858,147.7346,1941.99,1501.939,3781.32,
2014-06-18,2160.239,1109.742,147.7359,1956.98,1495.431,3804.61,
2014-06-19,2126.907,1110.55,147.7952,1959.48,1478.038,3800.8,
2014-06-20,2136.729,1124.378,147.8249,1962.87,1484.479,3802.64,
2014-06-23,2134.11,1131.468,147.8536,1962.61,1475.76,3805.31,
2014-06-24,2144.821,1128.805,147.9147,1949.98,1480.128,3799.53,
2014-06-25,2133.371,1129.391,147.8997,1959.53,1469.954,3827.33,
2014-06-26,2149.076,1136.963,147.9356,1957.22,1478.006,3826.91,
2014-06-27,2150.258,1131.998,147.9276,1960.96,1473.756,3844.44,
2014-06-30,2165.118,1126.367,147.8373,1960.23,1482.405,3849.48,
2014-07-01,2164.559,1123.054,147.6905,1973.32,1481.663,3894.33,
2014-07-02,2170.867,1122.547,147.3036,1974.62,1484.841,3899.27,
2014-07-03,2180.192,1122.037,147.072,1985.44,1489.545,3923.01,
2014-07-04,2178.695,1119.586,146.8973,,1492.463,,
2014-07-07,2176.289,1106.619,147.269,1977.65,1492.836,3910.71,
2014-07-08,2180.473,1110.139,147.3177,1963.71,1491.964,3864.07,
2014-07-09,2148.71,1104.361,147.2978,1972.83,1475.137,3892.91,
2014-07-10,2142.847,1101.386,147.2821,1964.68,1471.168,3880.04,
2014-07-11,2148.009,1100.097,147.3377,1967.57,1468.541,3904.58,
2014-07-14,2171.758,1098.904,147.3337,1977.1,1482.777,3929.46,
2014-07-15,2174.976,1097.821,147.1434,1973.28,1484.662,3914.46,
2014-07-16,2170.868,1097.545,146.6827,1981.57,1483.176,3932.33,
2014-07-17,2157.068,1096.368,146.2837,1958.12,1473.668,3878.01,
2014-07-18,2164.144,1091.074,146.0569,1978.22,1478.755,3939.89,
2014-07-21,2166.295,1091.699,146.1786,1973.63,1479.837,3934.14,
2014-07-22,2192.698,1096.54,146.3737,1983.53,1495.927,3961.62,
2014-07-23,2197.833,1092.554,146.3559,1987.01,1506.755,3986.19,
2014-07-24,2237.015,1092.712,146.357,1987.98,1541.899,3983.19,
2014-07-25,2260.454,1091.436,146.5122,1978.34,1557.015,3965.17,
2014-07-28,2323.897,1094.468,146.6125,1978.91,1609.477,3967.24,
2014-07-29,2331.369,1101.763,146.5402,1969.95,1611.852,3959.03,
2014-07-30,2322.011,1094.787,146.4837,1970.07,1601.377,3976.07,
2014-07-31,2350.251,1094.545,146.6488,1930.67,1621.847,3892.5,
2014-08-01,2329.402,1087.269,146.7018,1925.15,1607.974,3879.67,
2014-08-04,2375.62,1096.051,146.8331,1938.99,1644.634,3908.77,
2014-08-05,2369.353,1095.255,146.8178,1920.21,1632.408,3874.94,
2014-08-06,2363.221,1090.757,146.8473,1920.24,1619.012,3874.27,
2014-08-07,2327.457,1094.53,146.792,1909.57,1593.419,3857.94,
2014-08-08,2331.134,1092.624,146.7583,1931.59,1595.662,3888.09,
2014-08-11,2365.349,1091.103,146.7581,1936.92,1619.253,3910.46,
2014-08-12,2357.052,1084.972,146.7412,1933.75,1607.91,3905.23,
2014-08-13,2358.901,1080.679,146.8687,1946.72,1610.139,3949.2,
2014-08-14,2335.945,1068.116,147.1851,1955.18,1596.839,3969.11,
2014-08-15,2360.635,1073.334,147.2289,1955.06,1612.004,3987.51,
2014-08-18,2374.562,1069.529,147.197,1971.74,1613.127,4020.5,
2014-08-19,2374.768,1071.683,147.0892,1981.6,1609.093,4040.13,
2014-08-20,2366.14,1066.694,147.0192,1986.51,1600.338,4040.71,
2014-08-21,2354.244,1071.164,147.0488,1992.37,1587.025,4047.03,
2014-08-22,2365.364,1075.05,147.021,1988.4,1594.183,4052.75,
2014-08-25,2342.863,1072.96,147.1097,1997.92,1577.425,4067.48,
2014-08-26,2324.092,1074.05,147.1092,2000.02,1573.391,4071.67,
2014-08-27,2327.595,1072.27,147.2758,2000.12,1572.791,4073.18,
2014-08-28,2311.278,1065.8,147.3094,1996.74,1563.889,4066.27,
2014-08-29,2338.287,1064.808,147.2676,2003.37,1581.284,4082.56,
2014-09-01,2355.317,1058.215,147.303,,1586.022,,
2014-09-02,2386.46,1065.428,147.2916,2002.28,1607.499,4095.81,
2014-09-03,2408.838,1057.794,147.1888,2000.72,1624.032,4070.96,
2014-09-04,2426.224,1056.561,147.127,1997.65,1637.287,4066.13,
2014-09-05,2449.259,1050.107,147.1172,2007.71,1656.237,4089.92,
2014-09-08,,,,2001.54,,4095.47,
2014-09-09,2445.224,1037.034,147.1927,1988.44,1645.112,4061.88,
2014-09-10,2432.433,1032.348,147.1119,1995.69,1629.985,4094.97,
2014-09-11,2423.454,1027.429,147.1146,1997.45,1622.815,4092.65,
2014-09-12,2438.358,1033.156,147.2153,1985.54,1630.204,4069.23,
2014-09-15,2437.189,1038.399,147.4126,1984.13,1624.068,4029.89,
2014-09-16,2388.765,1035.803,147.3869,1998.98,1600.916,4067.27,
2014-09-17,2401.326,1041.682,147.7898,2001.57,1604.916,4073.57,
2014-09-18,2408.664,1034.671,148.2989,2011.36,1609.869,4103.08,
2014-09-19,2425.211,1020.191,148.9801,2010.4,1619.581,4100.09,
2014-09-22,2378.92,999.693,149.2342,1994.29,1583.886,4061.23,
2014-09-23,2399.462,1002.376,149.3565,1982.77,1595.642,4051.57,
2014-09-24,2441.864,1004.217,149.0203,1998.3,1625.731,4094.31,
2014-09-25,2436.965,999.661,149.2884,1965.99,1618.524,4007.82,
2014-09-26,2437.201,1009.169,149.2377,1982.85,1616.088,4053.72,
2014-09-28,,,149.2515,,,,
2014-09-29,2447.799,1005.378,149.4159,1977.8,1621.816,4047.18,
2014-09-30,2450.988,1009.008,149.5261,1972.29,1619.697,4049.44,
2014-10-01,,,,1946.16,,3984.74,
2014-10-02,,,,1946.17,,3985.87,
2014-10-03,,,,1967.9,,4027.31,
2014-10-06,,,,1964.82,,4016.27,
2014-10-07,,,,1935.1,,3958.59,
2014-10-08,2478.383,1006.296,149.5619,1968.89,1633.571,4041.12,
2014-10-09,2481.955,1015.733,149.485,1928.21,1634.042,3969.32,
2014-10-10,2466.789,1008.581,149.4583,1906.13,1621.713,3870.85,
2014-10-11,,,149.5572,,,,
2014-10-13,2454.946,1016.688,149.6787,1874.74,1605.986,3808.0,
2014-10-14,2446.562,1019.393,150.4603,1877.7,1600.299,3810.45,
2014-10-15,2463.874,1017.342,151.0904,1862.49,1612.772,3785.97,
2014-10-16,2444.395,1010.284,151.2863,1862.76,1608.735,3765.28,
2014-10-17,2441.732,1008.32,151.482,1886.76,1608.516,3815.47,
2014-10-20,2454.711,1011.209,152.0834,1904.01,1612.402,3870.08,
2014-10-21,2433.391,1011.26,152.2806,1941.28,1600.844,3971.39,
2014-10-22,2418.641,1013.781,151.9316,1927.11,1597.125,3949.59,
2014-10-23,2395.936,1017.821,151.8251,1950.82,1586.557,4012.27,
2014-10-24,2390.706,1026.151,152.03,1964.58,1583.419,4042.02,
2014-10-27,2368.832,1017.64,152.2511,1961.63,1559.906,4046.02,
2014-10-28,2416.653,1018.68,152.5586,1985.05,1585.744,4106.63,
2014-10-29,2451.384,1028.13,152.8449,1982.3,1608.402,4090.55,
2014-10-30,2468.925,1025.72,152.6133,1994.65,1619.096,4100.64,
2014-10-31,2508.325,1025.18,152.6933,2018.05,1657.286,4158.21,
2014-11-03,2512.548,1014.19,153.2292,2017.81,1651.052,4169.28,
2014-11-04,2513.172,1007.39,153.8264,2012.1,1645.624,4156.23,
2014-11-05,2503.448,986.72,154.1385,2023.57,1637.625,4153.27,
2014-11-06,2506.067,991.34,154.0482,2031.21,1635.964,4164.08,
2014-11-07,2502.153,1000.62,154.6247,2031.92,1640.323,4160.5,
2014-11-10,2565.73,1009.27,155.1571,2038.26,1689.024,4175.95,
2014-11-11,2558.612,1004.07,155.3351,2039.68,1710.882,4187.16,
2014-11-12,2594.318,1013.43,154.9262,2038.25,1731.021,4195.4,
2014-11-13,2579.75,1010.56,154.5778,2039.33,1726.337,4213.49,
2014-11-14,2581.093,1003.3,154.1501,2039.82,1728.805,4224.99,
2014-11-17,2567.101,1006.1,153.9358,2041.32,1708.096,4213.79,
2014-11-18,2541.416,999.53,154.33,2051.8,1679.423,4242.19,
2014-11-19,2537.223,998.94,154.2833,2048.72,1671.654,4222.66,
2014-11-20,2537.099,998.49,154.0483,2052.75,1676.598,4242.09,
2014-11-21,2583.455,1001.36,153.959,2063.5,1714.711,4251.32,
2014-11-24,2649.258,999.358,155.5608,2069.41,1758.096,4284.32,
2014-11-25,2685.561,1004.769,155.2372,2067.03,1777.673,4288.23,
2014-11-26,2723.018,998.41,155.2839,2072.83,1820.489,4317.99,
2014-11-27,2754.49,1007.777,155.3049,,1853.004,,
2014-11-28,2808.819,998.85,155.356,2067.56,1914.44,4337.78,
2014-12-01,2819.812,980.873,155.4822,2053.44,1920.38,4287.81,
2014-12-02,2923.94,990.279,155.1784,2066.55,2021.54,4305.96,
2014-12-03,2967.549,991.193,154.5187,2074.33,2037.585,4312.93,
2014-12-04,3104.351,997.526,154.0713,2071.92,2160.66,4311.93,
2014-12-05,3124.885,998.979,153.0446,2075.37,2200.253,4311.57,
2014-12-08,3252.881,992.36,152.9535,2060.31,2298.849,4278.34,
2014-12-09,3106.913,991.223,153.0772,2059.82,2182.693,4294.67,
2014-12-10,3221.546,997.982,153.5653,2026.14,2254.823,4224.87,
2014-12-11,3183.012,995.853,153.4485,2035.33,2193.542,4246.48,
2014-12-12,3193.227,1001.827,153.325,2002.33,2193.287,4199.28,
2014-12-15,3217.228,1004.601,153.1171,1989.63,2201.536,4157.41,
2014-12-16,3303.402,993.548,153.3729,1972.74,2299.278,4089.6,
2014-12-17,3360.598,986.816,153.5022,2012.89,2383.948,4165.1,
2014-12-18,3345.927,987.455,153.3958,2061.23,2364.041,4165.1,
2014-12-19,3383.167,991.737,153.7572,2070.65,2390.28,4281.78,
2014-12-22,3394.481,987.181,153.8563,2078.54,2426.684,4293.67,
2014-12-23,3324.924,976.475,154.2712,2082.17,2374.954,4279.3,
2014-12-24,3230.385,981.25,154.7683,2081.88,2270.883,4283.1,
2014-12-25,3335.419,981.865,154.686,,2359.655,,
2014-12-26,3445.839,982.348,154.7117,2088.77,2464.819,4314.09,
2014-12-29,3455.455,991.348,154.832,2090.57,2481.663,4312.64,
2014-12-30,3457.554,1007.895,154.8037,2080.35,2523.627,4282.35,
2014-12-31,3533.705,1008.5,154.7911,2058.9,2581.567,4236.28,
2015-01-02,,,,2058.2,,4230.24,
2015-01-04,,,154.8306,,,,
2015-01-05,3641.541,996.784,154.8531,2020.58,2649.639,4160.96,
2015-01-06,3641.059,1006.85,154.8165,2002.61,2629.402,4110.83,
2015-01-07,3643.79,1002.418,154.8858,2025.9,2635.231,4160.0,
2015-01-08,3559.259,1002.312,154.9183,2062.14,2558.107,4240.55,
2015-01-09,3546.723,997.487,154.9136,2044.81,2569.019,4213.28,
2015-01-12,3513.576,992.635,154.996,2028.26,2543.852,4169.97,
2015-01-13,3514.04,983.473,155.4417,2023.03,2527.828,4166.2,
2015-01-14,3502.423,970.541,155.8225,2011.27,2534.23,4145.84,
2015-01-15,3604.121,976.964,155.8071,1992.67,2632.89,4089.65,
2015-01-16,3635.146,977.164,156.216,2019.42,2653.034,4142.14,
2015-01-19,3355.155,982.912,156.4364,,2410.201,,
2015-01-20,3396.222,978.229,156.5222,2022.55,2403.724,4171.21,
2015-01-21,3548.885,986.857,156.6067,2032.12,2542.318,4192.09,
2015-01-22,3567.613,989.744,156.7665,2063.15,2544.308,4270.36,
2015-01-23,3571.732,984.507,156.8245,2051.82,2564.514,4278.14,
2015-01-26,3607.985,970.853,157.0748,2057.09,2562.363,4275.72,
2015-01-27,3574.931,980.846,157.0817,2029.55,2522.103,4165.5,
