,沪深300,新华商品指数,债券指数,标普500,上证50,纳斯达克100,中证REITs
2019-09-24,3901.0758,1478.054,187.7613,2966.6001,2940.0806,7710.04,
2019-09-25,3870.9837,1479.459,187.7651,2984.8701,2928.8351,7803.54,
2019-09-26,3841.1388,1475.579,187.6012,2977.6201,2927.8766,7771.9902,
2019-09-27,3852.6534,1465.408,187.5003,2961.79,2929.4659,7681.5801,
2019-09-29,,,187.5983,,,,
2019-09-30,3814.5282,1470.275,187.5573,2976.74,2897.7027,7749.4502,
2019-10-01,,,,2940.25,,7684.1401,
2019-10-02,,,,2887.6101,,7550.79,
2019-10-03,,,,2910.6299,,7638.3901,
2019-10-04,,,,2952.01,,7754.1001,
2019-10-07,,,,2938.79,,7725.1299,
2019-10-08,3837.6791,1469.427,187.9403,2893.0601,2922.348,7604.27,
2019-10-09,3843.2392,1470.712,187.9853,2919.3999,2922.9797,7690.5298,
2019-10-10,3874.6391,1475.742,187.8496,2938.1299,2940.8002,7740.3599,
2019-10-11,3911.7253,1480.132,187.6714,2970.27,2983.1198,7843.8799,
2019-10-12,,,187.4798,,,,
2019-10-14,3953.2411,1470.632,187.5761,2966.1499,3013.5334,7842.3301,
2019-10-15,3936.2498,1464.634,187.5009,2995.6799,3015.4202,7942.8501,
2019-10-16,3922.6854,1450.274,187.5732,2989.6899,3004.7233,7920.21,
2019-10-17,3925.2216,1446.916,187.6744,2997.95,3011.7535,7942.1401,
2019-10-18,3869.3777,1450.092,187.445,2986.2,2963.1753,7868.4902,
2019-10-21,3880.8398,1449.21,187.1516,3006.72,2968.9051,7940.3301,
2019-10-22,3895.8809,1449.915,187.1339,2995.99,2973.2173,7874.6201,
2019-10-23,3871.0848,1455.98,187.2023,3004.52,2954.3052,7889.4702,
2019-10-24,3870.6678,1464.35,187.2283,3010.29,2959.0317,7966.7202,
2019-10-25,3896.7923,1468.24,187.1097,3022.55,2967.0517,8029.2202,
2019-10-28,3926.585,1462.594,186.6698,3039.4199,2981.3615,8110.6699,
2019-10-29,3910.226,1462.992,186.6292,3036.8899,2968.2831,8047.5098,
2019-10-30,3891.2255,1466.374,186.3996,3046.77,2952.1181,8083.1099,
2019-10-31,3886.7519,1462.819,186.6459,3037.5601,2954.734,8083.8301,
2019-11-01,3952.3872,1462.398,186.8446,3066.9099,3002.6488,8161.1699,
2019-11-04,3978.1216,1463.67,186.7002,3078.27,3022.2749,8210.6602,
2019-11-05,4002.8128,1473.009,187.1327,3074.6201,3039.9772,8210.1797,
2019-11-06,3984.8816,1467.801,187.1699,3076.78,3032.7916,8196.0303,
2019-11-07,3991.8749,1462.672,187.0599,3085.1799,3033.2991,8219.6504,
2019-11-08,3973.0107,1454.456,187.0366,3093.0801,3012.4594,8255.8896,
2019-11-11,3902.9783,1443.026,187.2391,3087.01,2965.7075,8241.9102,
2019-11-12,3903.6888,1454.779,187.2871,3091.8401,2971.3606,8263.79,
2019-11-13,3899.9815,1449.999,187.4098,3094.04,2967.6702,8259.8096,
2019-11-14,3905.857,1458.334,187.2822,3096.6299,2968.5686,8257.8301,
2019-11-15,3877.0892,1455.469,187.4751,3120.46,2954.7013,8315.5195,
2019-11-18,3907.9291,1458.293,187.9424,3122.03,2980.9457,8328.4805,
2019-11-19,3947.0392,1465.112,188.275,3120.1799,3000.7451,8338.7402,
2019-11-20,3907.8641,1469.596,188.2993,3108.46,2968.1238,8283.75,
2019-11-21,3889.598,1471.346,188.4636,3103.54,2949.3369,8265.6201,
2019-11-22,3849.9948,1475.484,188.5055,3110.29,2922.2669,8272.0498,
2019-11-25,3878.2061,1491.983,188.3147,3133.6399,2951.2474,8371.9297,
2019-11-26,3891.6533,1477.741,188.4352,3140.52,2946.5669,8385.75,
2019-11-27,3875.6186,1473.49,188.4416,3153.6299,2944.3218,8444.71,
2019-11-28,3862.3029,1473.816,188.4911,,2930.4816,,
2019-11-29,3828.6706,1473.248,188.5883,3140.98,2894.7154,8403.6797,
2019-12-02,3836.0589,1475.786,188.3487,3113.8701,2899.439,8309.2598,
2019-12-03,3851.0873,1475.708,188.4885,3093.2,2909.6232,8254.7402,
2019-12-04,3849.819,1477.495,188.6132,3112.76,2901.0663,8296.5303,
2019-12-05,3879.3638,1482.874,188.6185,3117.4299,2921.9474,8308.4004,
2019-12-06,3902.3853,1488.08,188.6059,3145.9099,2939.8184,8397.3701,
2019-12-09,3895.4468,1508.644,188.5768,3135.96,2933.0421,8362.7402,
2019-12-10,3900.3843,1509.235,188.658,3132.52,2936.9931,8354.29,
2019-12-11,3902.7492,1513.481,188.7487,3141.6299,2949.6467,8402.6104,
2019-12-12,3891.0242,1512.221,188.827,3168.5701,2938.0443,8466.8896,
2019-12-13,3968.2211,1512.478,188.7494,3168.8,3006.3127,8487.71,
2019-12-16,3987.5464,1514.737,188.7691,3191.45,2999.2015,8570.3301,
2019-12-17,4041.7996,1516.384,188.5704,3192.52,3033.1423,8575.7002,
2019-12-18,4032.7826,1510.359,188.5585,3191.1399,3025.7847,8580.6201,
2019-12-19,4027.1495,1518.075,188.6192,3205.3701,3017.7128,8641.29,
2019-12-20,4017.2527,1517.404,189.0107,3221.22,3012.6257,8678.4902,
2019-12-23,3967.0962,1518.641,189.288,3224.01,2984.2426,8696.0098,
2019-12-24,3992.9581,1519.776,189.5202,3223.3799,2996.765,8699.5098,
2019-12-25,3990.8671,1519.458,189.6921,,2986.0036,,
2019-12-26,4025.9879,1525.036,190.0297,3239.9099,3011.6361,8778.3096,
2019-12-27,4022.0278,1530.013,189.9999,3240.02,3017.7787,8770.9805,
2019-12-30,4081.6334,1532.048,190.0244,3221.29,3062.75,8709.7305,
2019-12-31,4096.5821,1531.48,190.1421,3230.78,3063.219,8733.0703,
2020-01-02,4152.2408,1528.045,189.9983,3257.8501,3090.8331,8872.2197,
2020-01-03,4144.9649,1531.709,189.9578,3234.8501,3078.2793,8793.9004,
2020-01-06,4129.2954,1542.918,190.1401,3246.28,3056.8359,8848.5195,
2020-01-07,4160.2274,1541.673,190.1235,3237.1799,3074.0152,8846.4502,
2020-01-08,4112.3172,1552.414,190.2563,3253.05,3037.8525,8912.3701,
2020-01-09,4164.3697,1526.608,190.3888,3274.7,3067.5456,8989.6299,
2020-01-10,4163.1849,1530.17,190.6774,3265.3501,3067.881,8966.6396,
2020-01-13,4203.9883,1526.412,190.7308,3288.1299,3090.1284,9070.6504,
2020-01-14,4189.8862,1522.762,190.6129,3283.1499,3080.6016,9033.4199,
2020-01-15,4166.7344,1518.46,190.6563,3289.29,3058.0078,9035.6699,
2020-01-16,4149.0434,1519.077,190.6651,3316.8101,3043.0931,9125.0,
2020-01-17,4154.853,1523.32,190.775,3329.6201,3053.1729,9173.7305,
2020-01-19,,,190.8637,,,,
2020-01-20,4185.8304,1522.698,191.0737,,3065.9906,,
2020-01-21,4114.3085,1510.371,191.5624,3320.79,3012.1123,9166.6299,
2020-01-22,4131.9311,1506.856,191.6082,3321.75,3017.8785,9188.5801,
2020-01-23,4003.9013,1486.56,192.0694,3325.54,2932.4932,9216.9805,
2020-01-24,,,,3295.47,,9141.4697,
2020-01-27,,,,3243.6299,,8952.1797,
2020-01-28,,,,3276.24,,9090.9297,
2020-01-29,,,,3273.3999,,9101.6104,
2020-01-30,,,,3283.6599,,9136.0898,
2020-01-31,,,,3225.52,,8991.5098,
2020-02-03,3688.3578,1404.885,194.1043,3248.9199,2727.0931,9126.2305,
2020-02-04,3785.6376,1408.585,193.9152,3297.5901,2794.6606,9334.0596,
2020-02-05,3828.5272,1408.034,193.9299,3334.6899,2812.8993,9367.4805,
2020-02-06,3899.7751,1419.908,194.0349,3345.78,2854.8878,9445.9199,
2020-02-07,3899.8693,1418.413,194.3956,3327.71,2851.7105,9401.0996,
2020-02-10,3916.0052,1412.43,194.6696,3352.0901,2850.0642,9516.8398,
2020-02-11,3952.4643,1426.083,194.4036,3357.75,2879.8575,9517.8604,
2020-02-12,3984.4325,1429.66,194.3623,3379.45,2895.5859,9613.2002,
2020-02-13,3959.9188,1432.522,194.419,3373.9399,2875.4794,9595.7002,
2020-02-14,3987.7342,1433.193,194.1503,3380.1599,2895.0644,9623.5801,
2020-02-17,4077.4241,1445.747,193.8697,,2950.0699,,
2020-02-18,4057.5108,1437.571,194.0402,3370.29,2924.3981,9629.7998,
2020-02-19,4051.3107,1443.742,193.9972,3386.1499,2923.7633,9718.7305,
2020-02-20,4144.6561,1462.567,193.7982,3373.23,2978.1829,9627.8301,
2020-02-21,4149.4903,1462.693,194.1894,3337.75,2968.1381,9446.6904,
2020-02-24,4132.8388,1451.562,194.5264,3225.8899,2930.0332,9079.6299,
2020-02-25,4123.8543,1450.869,194.4718,3128.21,2909.324,8834.8701,
2020-02-26,4073.0152,1427.634,194.6073,3116.3899,2901.6734,8873.7598,
2020-02-27,4084.8759,1411.133,194.8696,2978.76,2912.0364,8436.6699,
2020-02-28,3940.0488,1373.224,195.2381,2954.22,2821.0419,8461.8301,
2020-03-02,4069.6662,1406.76,195.2376,3090.23,2907.8863,8877.9805,
2020-03-03,4091.3615,1409.378,195.1706,3003.3701,2921.4435,8594.4902,
2020-03-04,4115.0524,1416.752,195.6504,3130.1201,2947.5666,8949.2803,
2020-03-05,4206.7251,1419.175,195.6733,3023.9399,3018.0701,8671.6602,
2020-03-06,4138.5072,1402.331,196.2508,2972.3701,2964.8348,8530.3398,
2020-03-09,3997.1325,1368.637,197.8104,2746.5601,2868.8297,7948.0298,
2020-03-10,4082.7315,1375.181,196.9992,2882.23,2924.2165,8372.2695,
2020-03-11,4028.4289,1356.009,197.0335,2741.3799,2888.3612,8006.1201,
2020-03-12,3950.9111,1339.918,196.8954,2480.6399,2841.9824,7263.6499,
2020-03-13,3895.3128,1345.645,196.3107,2711.02,2798.7695,7995.2598,
2020-03-16,3727.8398,1321.69,196.4495,2386.1299,2694.0229,7020.3799,
2020-03-17,3709.6822,1316.733,196.0065,2529.1899,2685.5907,7473.9502,
2020-03-18,3636.2565,1287.365,195.8841,2398.1001,2625.747,7175.1802,
2020-03-19,3589.0926,1266.419,195.7293,2409.3899,2569.7891,7288.52,
2020-03-20,3653.2239,1285.552,196.0678,2304.9199,2628.4161,6994.29,
2020-03-23,3530.3058,1260.434,196.529,2237.3999,2559.6192,7006.9199,
2020-03-24,3625.1146,1281.421,196.6732,2447.3301,2639.3834,7553.8301,
2020-03-25,3722.5181,1299.177,196.7991,2475.5601,2700.1865,7469.6201,
2020-03-26,3698.0472,1286.233,197.2235,2630.0701,2689.2803,7897.1299,
2020-03-27,3710.0605,1286.487,197.1222,2541.47,2701.4447,7588.3701,
2020-03-30,3674.1108,1263.654,197.1982,2626.6499,2690.042,7889.0098,
2020-03-31,3686.1551,1278.246,197.5263,2584.5901,2689.379,7813.5,
2020-04-01,3675.0758,1260.529,197.8963,2470.5,2682.0795,7486.29,
2020-04-02,3734.5306,1293.286,197.6996,2526.8999,2719.8864,7635.6602,
2020-04-03,3713.2183,1287.337,197.5531,2488.6499,2708.8246,7528.1099,
2020-04-06,,,,2663.6799,,8081.6602,
2020-04-07,3798.0214,1310.639,198.884,2659.4099,2757.4064,8049.3101,
2020-04-08,3780.3445,1319.744,199.4567,2749.98,2743.8865,8229.54,
2020-04-09,3792.8105,1334.85,199.1454,2789.8201,2752.588,8238.5303,
2020-04-10,3769.1782,1342.674,198.8432,,2749.8466,,
2020-04-13,3753.2566,1337.206,198.8157,2761.6299,2739.1666,8332.7402,
2020-04-14,3825.6991,1336.395,198.9464,2846.0601,2785.72,8692.1602,
2020-04-15,3797.3623,1328.913,199.0736,2783.3601,2764.4883,8591.96,
2020-04-16,3802.3806,1317.166,199.2626,2799.55,2768.2616,8757.8301,
2020-04-17,3839.4871,1321.056,199.1153,2874.5601,2809.0757,8832.4102,
2020-04-20,3853.4551,1315.839,198.7344,2823.1599,2819.7938,8726.5098,
2020-04-21,3808.0474,1286.15,198.8903,2736.5601,2784.5328,8403.0,
2020-04-22,3839.3834,1278.77,199.2598,2799.3101,2804.2373,8664.6396,
2020-04-23,3829.7525,1301.748,199.7912,2797.8,2797.6612,8641.5,
2020-04-24,3796.9721,1309.074,200.0053,2836.74,2776.0245,8786.5996,
2020-04-26,,,199.9807,,,,
2020-04-27,3822.769,1304.665,199.8206,2878.48,2805.2202,8837.6602,
2020-04-28,3849.1465,1289.379,199.9445,2863.3899,2825.1393,8677.5996,
2020-04-29,3867.032,1301.657,200.2271,2939.51,2844.8143,8982.7598,
2020-04-30,3912.5772,1319.266,199.9941,2912.4299,2861.9077,9000.5098,
2020-05-01,,,,2830.71,,8718.1797,
2020-05-04,,,,2842.74,,8834.1104,
2020-05-05,,,,2868.4399,,8930.6201,
2020-05-06,3936.2539,1335.552,199.5422,2848.4199,2863.8452,8984.8604,
2020-05-07,3924.8946,1342.291,199.0033,2881.1899,2854.423,9101.8799,
2020-05-08,3963.6217,1350.008,199.0003,2929.8,2873.0125,9220.3496,
2020-05-09,,,198.8257,,,,
2020-05-11,3960.1803,1345.803,198.3092,2930.1899,2871.8476,9298.9199,
2020-05-12,3960.2378,1340.921,198.335,2870.1201,2869.5973,9112.4502,
2020-05-13,3968.2529,1340.33,198.0983,2820.0,2867.7123,9000.0801,
2020-05-14,3925.2177,1335.633,198.1166,2852.5,2834.5328,9094.4199,
2020-05-15,3912.8159,1354.977,198.2337,2863.7,2819.6911,9152.6396,
2020-05-18,3922.9117,1374.034,197.7212,2953.9099,2837.1721,9331.9297,
2020-05-19,3956.2495,1384.352,197.615,2922.9399,2860.6682,9298.54,
2020-05-20,3935.222,1387.839,197.7879,2971.6101,2856.1398,9485.0195,
2020-05-21,3913.7949,1398.332,197.7833,2948.51,2846.8239,9377.9902,
2020-05-22,3824.064,1373.49,198.3678,2955.45,2775.8096,9413.9902,
2020-05-25,3829.3245,1386.371,197.7085,,2789.7095,,
2020-05-26,3872.7701,1385.814,197.1079,2991.77,2808.8419,9389.9805,
2020-05-27,3845.6135,1383.779,196.7652,3036.1299,2795.4807,9442.0498,
2020-05-28,3856.6324,1386.102,196.9261,3029.73,2809.6648,9416.71,
2020-05-29,3867.0232,1399.54,197.0564,3044.3101,2806.6643,9555.5303,
2020-06-01,3971.3402,1414.31,196.9243,3055.73,2870.3558,9598.8896,
2020-06-02,3983.5677,1419.122,196.0085,3080.8201,2885.9208,9657.3096,
2020-06-03,3983.6477,1434.298,195.5598,3122.8701,2889.1086,9704.6904,
2020-06-04,3982.1851,1417.936,195.1199,3112.3501,2883.3633,9629.6602,
2020-06-05,4001.2509,1429.487,194.7982,3193.9299,2896.3495,9824.3896,
2020-06-08,4021.9549,1446.098,195.1176,3232.3899,2909.5867,9901.5195,
2020-06-09,4047.0293,1440.682,195.1459,3207.1799,2928.3043,9967.1699,
2020-06-10,4039.7051,1433.443,195.1033,3190.1399,2908.4753,10094.2598,
2020-06-11,3995.8846,1426.999,195.5895,3002.1001,2876.513,9588.4805,
2020-06-12,4003.0829,1416.363,195.8576,3041.3101,2884.1157,9663.7803,
2020-06-15,3954.9883,1397.274,195.7798,3066.5901,2838.6074,9776.8896,
2020-06-16,4014.5702,1426.588,195.0548,3124.74,2878.9924,9949.3701,
2020-06-17,4017.5941,1425.96,194.6819,3113.49,2881.1321,9982.4805,
2020-06-18,4044.3842,1428.503,194.9181,3115.3401,2888.9575,10012.0498,
2020-06-19,4098.7095,1442.113,194.7075,3097.74,2925.9356,10008.6396,
2020-06-22,4102.0459,1431.885,194.3905,3117.8601,2921.8915,10130.3301,
2020-06-23,4121.7944,1433.679,194.3329,3131.29,2925.416,10209.8203,
2020-06-24,4138.9895,1436.055,194.8483,3050.3301,2943.4733,10002.7002,
2020-06-25,,,,3083.76,,10101.8301,
2020-06-26,,,,3009.05,,9849.3604,
2020-06-28,,,195.1171,,,,
2020-06-29,4109.7164,1406.083,195.061,3053.24,2925.4834,9961.1602,
2020-06-30,4163.9637,1418.869,195.3708,3100.29,2942.0741,10156.8496,
2020-07-01,4247.7835,1421.601,195.2244,3115.8601,3009.8611,10279.25,
2020-07-02,4335.8445,1429.625,195.2755,3130.01,3084.2381,10341.8896,
2020-07-03,4419.5955,1436.091,194.9155,,3159.1583,,
2020-07-06,4670.0949,1442.771,193.711,3179.72,3374.1362,10604.0596,
2020-07-07,4698.1264,1439.901,193.4221,3145.3201,3381.7608,10524.0098,
2020-07-08,4774.0042,1456.59,192.9907,3169.9399,3429.9449,10666.7002,
2020-07-09,4840.7712,1464.888,192.6196,3152.05,3442.0205,10754.5898,
2020-07-10,4753.1333,1444.712,192.9682,3185.04,3351.78,10836.3301,
2020-07-13,4852.9612,1471.542,192.673,3155.22,3390.115,10602.21,
2020-07-14,4806.6902,1469.195,193.0857,3197.52,3348.0312,10689.5195,
2020-07-15,4744.4687,1473.179,193.4775,3226.5601,3313.7646,10701.6797,
2020-07-16,4516.2532,1456.145,193.7973,3215.5701,3162.0251,10626.46,
2020-07-17,4544.7007,1460.993,193.8229,3224.73,3185.8909,10645.2197,
2020-07-20,4680.3046,1452.325,193.9938,3251.8401,3287.915,10952.0801,
2020-07-21,4691.0425,1470.656,194.4603,3257.3,3286.8146,10833.0703,
2020-07-22,4714.4454,1480.063,194.7293,3276.02,3291.3605,10870.75,
2020-07-23,4712.4357,1486.41,194.6114,3235.6599,3284.1103,10580.5898,
2020-07-24,4505.5906,1472.803,195.1342,3215.6299,3158.2854,10483.1299,
2020-07-27,4528.45,1475.525,195.113,3239.4099,3163.2306,10674.3799,
2020-07-28,4568.2576,1470.022,194.6558,3218.4399,3185.8904,10532.5,
2020-07-29,4679.008,1480.824,194.4773,3258.4399,3243.3849,10662.9805,
2020-07-30,4656.1506,1478.263,194.4385,3246.22,3231.5193,10715.5098,
2020-07-31,4695.0462,1478.544,194.1082,3271.1201,3249.3375,10905.8799,
2020-08-03,4771.3108,1476.933,194.1537,3294.6101,3281.1012,11055.0801,
2020-08-04,4775.8024,1485.507,194.1617,3306.51,3312.1336,11096.54,
2020-08-05,4777.1089,1489.181,193.8768,3327.77,3292.3094,11125.4404,
2020-08-06,4762.7642,1502.5,193.5642,3349.1599,3292.2003,11267.0801,
2020-08-07,4707.9262,1502.064,193.3733,3351.28,3263.7455,11139.3896,
2020-08-10,4724.8697,1500.726,193.7668,3360.47,3285.7602,11085.1699,
2020-08-11,4681.7837,1496.464,193.8418,3333.6899,3262.8244,10876.0801,
2020-08-12,4647.6446,1489.014,193.7117,3380.3501,3249.7381,11157.7197,
2020-08-13,4635.7126,1490.667,193.8344,3373.4299,3241.8446,11178.3701,
2020-08-14,4704.6288,1493.207,194.0875,3372.8501,3288.5141,11164.4502,
2020-08-17,4815.2261,1498.468,194.2298,3381.99,3368.8488,11288.5703,
2020-08-18,4812.7564,1503.997,194.0132,3389.78,3367.3313,11399.0303,
2020-08-19,4740.6784,1507.129,193.728,3374.8501,3307.6593,11318.6396,
2020-08-20,4679.1544,1495.598,193.4866,3385.51,3264.5329,11477.0498,
2020-08-21,4718.8431,1491.491,193.7676,3397.1599,3284.7267,11555.1602,
2020-08-24,4755.8491,1493.059,193.6497,3431.28,3298.7205,11626.1699,
2020-08-25,4761.9507,1493.68,193.1981,3443.6201,3310.8389,11721.8096,
2020-08-26,4706.1302,1501.536,193.1316,3478.73,3277.8901,11971.9404,
2020-08-27,4731.3451,1501.576,193.0272,3484.55,3290.7855,11926.1602,
2020-08-28,4844.2652,1508.907,192.8606,3508.01,3368.4384,11995.8496,
2020-08-31,4816.2153,1523.528,193.3539,3500.3101,3343.8881,12110.7002,
2020-09-01,4842.1223,1529.528,193.1132,3526.6499,3355.096,12292.8604,
2020-09-02,4843.887,1525.927,192.6745,3580.8401,3347.3042,12420.54,
2020-09-03,4817.0952,1513.519,192.5947,3455.0601,3334.4119,11771.3701,
2020-09-04,4770.219,1508.403,192.4281,3426.96,3309.2096,11622.1299,
2020-09-07,4669.3677,1498.768,192.161,,3253.4259,,
2020-09-08,4694.3894,1499.364,192.3313,3331.8401,3289.9142,11068.2598,
2020-09-09,4584.5887,1456.048,192.7841,3398.96,3235.7032,11395.8496,
2020-09-10,4581.9775,1456.624,192.8276,3339.1899,3245.5017,11154.1201,
2020-09-11,4627.2826,1459.485,192.5722,3340.97,3265.4966,11087.4004,
2020-09-14,4651.0507,1473.146,192.4476,3383.54,3294.1507,11277.7598,
2020-09-15,4688.4826,1467.44,192.8254,3401.2,3317.6402,11438.8701,
2020-09-16,4657.3584,1465.747,192.745,3385.49,3295.5836,11247.5996,
2020-09-17,4632.7142,1458.937,192.6925,3357.01,3264.6864,11080.9502,
2020-09-18,4737.0887,1481.947,192.7223,3319.47,3347.7784,10936.9805,
2020-09-21,4691.4281,1468.19,192.9733,3281.0601,3311.5936,10980.2197,
2020-09-22,4635.7608,1443.52,193.1528,3315.5701,3270.519,11186.3701,
2020-09-23,4652.3273,1431.892,193.1474,3236.9199,3275.7387,10833.3301,
2020-09-24,4563.0657,1424.281,193.1987,3246.5901,3218.716,10896.4697,
2020-09-25,4570.0216,1431.602,192.87,3298.46,3229.7769,11151.1299,
2020-09-27,,,192.8832,,,,
2020-09-28,4581.9085,1426.633,193.0107,3351.6001,3250.5018,11364.4502,
2020-09-29,4591.7993,1435.536,192.8493,3335.47,3241.323,11322.9502,
2020-09-30,4587.3953,1427.011,192.6147,3363.0,3232.4183,11418.0596,
2020-10-01,,,,3380.8,,11583.2002,
2020-10-02,,,,3348.4199,,11255.6904,
2020-10-05,,,,3408.6001,,11509.0596,
2020-10-06,,,,3360.97,,11291.2695,
2020-10-07,,,,3419.4399,,11503.1904,
2020-10-08,,,,3446.8301,,11550.9404,
2020-10-09,4681.1412,1470.47,192.2156,3477.1399,3286.8572,11725.8496,
2020-10-10,,,192.2146,,,,
2020-10-12,4823.1578,1480.533,192.3308,3534.22,3387.8848,12088.1104,
2020-10-13,4839.201,1474.805,192.2972,3511.9299,3386.893,12083.1699,
2020-10-14,4807.1021,1470.551,192.1324,3488.6699,3369.4978,11985.3604,
2020-10-15,4798.7361,1472.289,192.0512,3483.3401,3371.4014,11898.5703,
2020-10-16,4791.676,1476.455,192.0488,3483.8101,3380.1689,11852.1699,
2020-10-19,4755.4879,1474.905,192.2668,3426.9199,3354.3075,11634.3496,
2020-10-20,4793.4672,1481.543,192.342,3443.1201,3363.503,11677.8398,
2020-10-21,4792.8284,1490.367,192.4941,3435.5601,3377.4246,11665.3701,
2020-10-22,4777.9845,1484.415,192.8239,3453.49,3369.53,11662.9102,
2020-10-23,4718.4881,1470.896,192.6643,3465.3899,3346.608,11692.5703,
2020-10-26,4691.2359,1457.54,192.6833,3400.97,3304.7036,11504.5195,
2020-10-27,4699.2792,1463.795,192.9936,3390.6799,3294.0881,11598.9502,
2020-10-28,4737.2718,1473.109,192.866,3271.03,3313.2314,11142.7598,
2020-10-29,4772.9198,1443.817,192.8906,3310.1101,3324.4397,11350.7402,
2020-10-30,4695.3338,1423.748,192.9787,3269.96,3280.3835,11052.9502,
2020-11-02,4720.8313,1422.969,193.1305,3310.24,3265.8963,11084.7598,
2020-11-03,4777.5608,1437.33,193.2129,3369.1599,3307.4846,11279.9102,
2020-11-04,4813.6564,1452.292,193.3351,3443.4399,3332.1901,11777.0195,
2020-11-05,4885.1118,1445.654,193.1849,3510.45,3369.5029,12078.0703,
2020-11-06,4885.7178,1446.322,192.9858,3509.4399,3359.1193,12091.3496,
2020-11-09,4981.3497,1464.105,192.799,3550.5,3418.2753,11830.3896,
2020-11-10,4953.8756,1470.878,192.8706,3545.53,3416.1408,11624.29,
2020-11-11,4904.8981,1492.981,192.851,3572.6599,3411.2295,11892.9297,
2020-11-12,4908.463,1485.791,192.7025,3537.01,3397.3544,11827.1396,
2020-11-13,4856.8513,1482.285,192.5519,3585.1499,3338.3101,11937.8398,
2020-11-16,4904.1716,1497.367,192.6005,3626.9099,3377.11,12013.3799,
2020-11-17,4894.786,1495.419,192.5252,3609.53,3379.2742,11977.4902,
2020-11-18,4891.6716,1494.29,192.2211,3567.79,3387.0447,11894.71,
2020-11-19,4927.9891,1503.704,191.9615,3581.8701,3410.0937,11985.4297,
2020-11-20,4943.2882,1511.81,192.094,3557.54,3411.9323,11906.4404,
2020-11-23,5005.0273,1516.491,192.4845,3577.5901,3469.8046,11905.9404,
2020-11-24,4974.2855,1533.154,192.3961,3635.4099,3442.7229,12079.8096,
2020-11-25,4910.7,1536.917,192.5606,3629.6499,3420.2916,12152.2197,
2020-11-26,4919.5912,1540.411,192.542,,3445.7388,,
2020-11-27,4980.765,1550.152,192.4818,3638.3501,3498.6589,12258.21,
2020-11-30,4960.2519,1541.451,193.0891,3621.6299,3469.4178,12268.3203,
2020-12-01,5067.0983,1545.79,192.9685,3662.45,3554.0139,12455.3301,
2020-12-02,5067.1447,1548.855,192.7611,3669.01,3545.3401,12456.4102,
2020-12-03,5057.0603,1548.197,192.8315,3666.72,3536.8144,12467.1299,
2020-12-04,5065.9163,1567.091,193.0405,3699.1201,3541.5209,12528.4805,
2020-12-07,5022.2351,1577.139,193.0666,3691.96,3509.9419,12596.4697,
2020-12-08,5009.8786,1562.856,193.3307,3702.25,3499.0572,12635.7197,
2020-12-09,4942.6986,1569.521,193.3452,3672.8201,3468.5269,12364.6396,
2020-12-10,4940.5249,1578.748,193.46,3668.1001,3459.0346,12401.7402,
2020-12-11,4889.6292,1597.711,193.1858,3663.46,3427.8565,12375.4102,
2020-12-14,4934.8352,1600.157,193.2705,3647.49,3467.7669,12462.21,
2020-12-15,4945.1,1606.752,193.4126,3694.6201,3468.8286,12595.9199,
2020-12-16,4953.867,1616.146,193.529,3701.1699,3485.4049,12668.1602,
2020-12-17,5017.4784,1644.686,193.4848,3722.48,3539.5401,12752.0596,
2020-12-18,4999.9678,1668.021,193.5515,3709.4099,3507.9743,12738.1797,
2020-12-21,5046.8396,1692.131,193.8142,3694.9199,3522.262,12690.2598,
2020-12-22,4964.7727,1633.695,194.2118,3687.26,3470.9024,12717.5596,
2020-12-23,5007.1235,1621.167,194.3086,3690.01,3494.5868,12653.1396,
2020-12-24,5000.0154,1648.428,194.122,3703.0601,3489.2742,12711.0098,
2020-12-25,5042.0137,1667.724,194.451,,3512.4862,,
2020-12-28,5064.4147,1650.09,194.7292,3735.3601,3523.8369,12838.8604,
2020-12-29,5042.9361,1634.984,194.8688,3727.04,3517.35,12843.4902,
2020-12-30,5113.7105,1638.335,195.2462,3732.04,3574.1307,12845.3604,
2020-12-31,5211.2885,1644.97,195.1885,3756.0701,3640.6389,12888.2803,
2021-01-04,5267.7181,1682.703,194.8254,3700.6499,3643.3592,12694.6602,
2021-01-05,5368.5049,1679.565,195.2407,3726.8601,3683.3634,12802.3799,
2021-01-06,5417.6677,1697.257,195.4161,3748.1399,3736.648,12623.3496,
2021-01-07,5513.6568,1725.453,195.5665,3803.79,3808.0695,12939.5703,
2021-01-08,5495.4306,1724.163,195.4098,3824.6799,3788.3191,13105.2002,
2021-01-11,5441.1583,1675.977,195.2979,3799.6101,3776.5293,12902.4902,
2021-01-12,5596.3525,1689.614,195.4759,3801.1899,3906.1225,12892.0898,
2021-01-13,5577.9711,1695.752,195.8515,3809.8401,3873.2285,12973.6299,
2021-01-14,5470.4563,1684.348,195.9917,3795.54,3811.2242,12898.6904,
2021-01-15,5458.0812,1687.182,195.5247,3768.25,3817.9345,12803.9297,
2021-01-18,5518.5205,1693.31,195.335,,3849.3982,,
2021-01-19,5437.5234,1677.228,195.4045,3798.9099,3808.694,12996.54,
2021-01-20,5476.4336,1685.907,195.5706,3851.8501,3814.6537,13296.4502,
2021-01-21,5564.9693,1694.594,195.849,3853.0701,3850.0559,13404.9902,
2021-01-22,5569.776,1667.134,195.9359,3841.47,3846.3945,13366.4004,
