,000300.SH,000905.SH,399006.SZ,CBA00601.CB,NHMI.SL,NHECI.SL,NHCI.SL,000852.SH,HSI.HK,SPX.GI,CBA02001.CB
,沪深300,中证500,创业板指,中债国债总指数(总值)财富指数,南华金属,南华能化,南华商品,中证1000,恒生指数,标普500,中债企业债总指数(总值)财富指数
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元)
2017-11-10,4111.9112,6641.216,1900.631,167.1643,2727.109,1329.435,1382.515,7669.971,29120.92,2582.3,165.4404
2017-11-13,4128.0733,6671.205,1906.437,166.9155,2743.672,1335.824,1389.259,7681.635,29182.18,2584.84,165.3454
2017-11-14,4099.351,6614.514,1896.721,166.8567,2748.807,1346.819,1393.344,7627.494,29152.12,2578.87,165.2021
2017-11-15,4073.6696,6537.656,1868.081,166.9713,2672.346,1307.074,1364.592,7556.421,28851.69,2564.62,165.1058
2017-11-16,4105.0122,6558.309,1878.26,167.1936,2682.168,1304.681,1367.485,7535.589,29018.76,2585.64,165.1283
2017-11-17,4120.8508,6361.942,1833.895,167.3043,2676.115,1316.068,1369.942,7272.656,29199.04,2578.85,165.1046
2017-11-20,4143.8334,6433.17,1859.75,167.3488,2699.29,1338.556,1386.247,7292.456,29260.31,2582.14,165.1058
2017-11-21,4217.7015,6456.352,1856.961,167.2879,2715.942,1340.009,1391.28,7289.307,29818.07,2599.03,165.0081
2017-11-22,4227.5666,6439.442,1853.378,167.0388,2748.276,1356.938,1404.082,7297.391,30003.49,2597.08,164.709
2017-11-23,4102.3966,6274.512,1794.781,167.0769,2764.003,1359.399,1406.813,7129.055,29707.94,--,164.5314
2017-11-24,4104.2034,6278.029,1782.657,167.3022,2783.23,1374.606,1417.892,7139.553,29866.32,2602.42,164.4414
2017-11-27,4049.9475,6194.552,1760.9,167.3525,2761.625,1353.147,1403.99,7065.84,29686.19,2601.42,164.4524
2017-11-28,4055.8235,6299.312,1793.868,167.3017,2754.402,1355.288,1404.528,7176.92,29680.85,2627.04,164.4223
2017-11-29,4053.7529,6318.368,1787.382,167.4988,2770.73,1361.856,1408.991,7193.12,29623.83,2626.07,164.3529
2017-11-30,4006.0993,6263.421,1770.302,167.6508,2781.304,1366.824,1410.967,7153.573,29177.35,2647.58,164.3982
2017-12-01,3998.1365,6316.407,1804.622,167.7352,2787.418,1395.141,1421.24,7215.776,29074.24,2642.22,164.4474
2017-12-04,4018.8571,6279.621,1797.765,167.8288,2846.533,1413.04,1441.414,7139.749,29138.28,2639.44,164.6087
2017-12-05,4040.1704,6132.912,1758.59,167.884,2807.887,1401.364,1426.719,6946.557,28842.8,2629.57,164.6812
2017-12-06,4015.8211,6172.803,1784.315,167.9427,2737.69,1396.798,1413.025,7016.764,28224.8,2629.27,164.7205
2017-12-07,3971.0569,6135.47,1776.99,167.8777,2680.066,1340.953,1376.985,7012.707,28303.19,2636.98,164.7758
2017-12-08,4003.3792,6203.143,1792.155,167.7797,2721.567,1363.656,1390.701,7078.001,28639.85,2651.5,164.8311
2017-12-11,4069.4997,6286.166,1816.985,167.574,2700.013,1365.767,1387.401,7160.425,28965.29,2659.99,164.9174
2017-12-12,4016.0163,6233.212,1798.691,167.4961,2724.438,1375.716,1394.564,7095.595,28793.88,2664.11,164.9053
2017-12-13,4050.0927,6277.441,1806.09,167.4933,2725.3,1367.94,1389.818,7139.719,29222.1,2662.85,164.8609
2017-12-14,4026.1516,6284.081,1794.344,167.5745,2703.905,1352.5,1377.457,7146.449,29166.38,2652.01,164.8348
2017-12-15,3980.8558,6235.761,1783.973,167.7372,2738.361,1365.199,1388.645,7122.748,28848.11,2675.81,164.859
2017-12-18,3985.2914,6199.989,1780.644,167.8581,2805.828,1398.531,1415.361,7075.865,29050.41,2690.16,164.9018
2017-12-19,4035.3294,6251.242,1798.502,167.8468,2779.478,1398.528,1409.502,7115.851,29253.66,2681.47,164.8919
2017-12-20,4030.4898,6199.363,1782.413,167.8284,2792.808,1396.445,1409.319,7041.5,29234.09,2679.25,164.9138
2017-12-21,4067.8485,6238.499,1789.736,167.8357,2813.295,1389.041,1410.297,7051.339,29367.06,2684.57,164.8656
2017-12-22,4054.5984,6242.885,1779.339,167.9214,2850.916,1387.88,1417.307,7037.397,29578.01,2683.34,164.823
2017-12-25,4041.5401,6185.591,1755.806,167.9628,2797.319,1365.467,1399.293,6940.511,--,--,164.8759
2017-12-26,4053.6224,6220.147,1758.821,167.8841,2807.356,1384.774,1410.106,6970.746,--,2680.5,164.8856
2017-12-27,3991.2075,6173.153,1745.236,167.8351,2788.608,1363.584,1400.465,6942.539,29597.66,2682.62,164.8082
2017-12-28,4018.8974,6204.27,1745.018,167.893,2812.007,1365.813,1405.909,6956.483,29863.71,2687.54,164.8208
2017-12-29,4030.8549,6250.821,1752.652,167.9803,2832.604,1365.672,1407.046,7017.351,29919.15,2673.61,164.8572
2017-12-30,--,--,--,168.0047,--,--,--,--,--,--,164.8866
2017-12-31,--,--,--,168.023,--,--,--,--,--,--,164.9138
2018-01-02,4087.4012,6332.227,1769.672,168.0527,2865.072,1386.627,1422.966,7092.095,30515.31,2695.79,165.0237
2018-01-03,4111.3925,6388.253,1795.383,168.04,2837.14,1385.599,1417.578,7159.876,30560.95,2713.06,165.0774
2018-01-04,4128.8119,6417.535,1794.609,167.977,2855.819,1399.769,1425.703,7174.865,30736.48,2723.99,165.1043
2018-01-05,4138.7505,6417.254,1801.419,168.1484,2841.86,1395.502,1421.284,7176.868,30814.64,2743.15,165.1658
2018-01-08,4160.1595,6446.182,1806.156,168.344,2858.797,1407.033,1427.696,7188.291,30899.53,2747.71,165.2774
2018-01-09,4189.2977,6445.746,1803.586,168.4383,2875.048,1402.947,1430.533,7176.742,31011.41,2751.29,165.382
2018-01-10,4207.8132,6405.94,1791.085,168.3388,2874.718,1398.862,1426.442,7138.781,31073.72,2748.23,165.3787
2018-01-11,4205.5863,6425.94,1804.235,168.2483,2881.762,1403.918,1429.46,7175.398,31120.39,2767.56,165.3388
2018-01-12,4225.001,6399.374,1785.705,168.3427,2847.498,1401.592,1420.618,7127.828,31412.54,2786.24,165.3269
2018-01-15,4225.2393,6253.376,1732.623,168.2272,2845.555,1399.353,1420.108,6929.307,31338.87,--,165.4117
2018-01-16,4258.473,6301.133,1729.597,168.2759,2809.746,1377.652,1404.802,6960.677,31904.75,2776.42,165.4109
2018-01-17,4248.1164,6267.46,1742.034,168.2486,2806.25,1375.233,1400.368,6942.863,31983.41,2802.56,165.3822
2018-01-18,4271.4168,6286.801,1738.002,168.1799,2819.238,1380.425,1405.328,6955.232,32121.94,2798.03,165.4061
2018-01-19,4285.395,6272.38,1728.14,168.2275,2843.571,1382.721,1410.066,6938.312,32254.89,2810.3,165.3776
2018-01-22,4336.5974,6347.638,1768.214,168.341,2847.092,1386.442,1412.812,7014.548,32393.41,2832.97,165.4219
2018-01-23,4382.6129,6354.998,1767.829,168.4244,2823.591,1384.617,1408.255,7019.975,32930.7,2839.13,165.4546
2018-01-24,4389.8853,6394.3,1813.275,168.4474,2809.208,1388.808,1405.203,7072.406,32958.69,2837.54,165.4659
2018-01-25,4365.0794,6382.717,1810.835,168.4647,2862.653,1403.611,1423.815,7062.635,32654.45,2839.25,165.4713
2018-01-26,4381.2996,6383.631,1816.8,168.5284,2835.553,1401.964,1416.216,7056.013,33154.12,2872.87,165.4722
2018-01-29,4302.0181,6309.884,1799.771,168.5889,2844.572,1401.48,1417.504,6972.479,32966.89,2853.53,165.5522
2018-01-30,4256.1021,6313.442,1782.399,168.5926,2824.135,1383.32,1405.808,6955.243,32607.29,2822.43,165.5713
2018-01-31,4275.8986,6189.341,1735.057,168.7016,2812.417,1375.097,1402.741,6791.009,32887.27,2823.81,165.6104
2018-02-01,4245.8978,5984.743,1697.39,168.7707,2804.285,1364.965,1395.541,6506.453,32642.09,2821.98,165.6057
2018-02-02,4271.2326,6004.849,1702.426,168.7985,2835.202,1373.622,1403.655,6487.867,32601.78,2762.13,165.7019
2018-02-05,4274.1464,5998.224,1688.272,168.7945,2837.893,1390.765,1409.319,6461.813,32245.22,2648.94,165.7384
2018-02-06,4148.8856,5704.264,1598.116,169.0309,2815.497,1373.302,1400.675,6142.668,30595.42,2695.14,165.8178
2018-02-07,4050.4972,5711.332,1616.4,169.1781,2823.539,1376.902,1404.435,6158.257,30323.2,2681.65,165.8412
2018-02-08,4012.0472,5766.48,1641.431,169.1291,2801.688,1363.807,1395.369,6238.221,30451.27,2581,165.9478
2018-02-09,3840.6527,5554.897,1592.51,169.2121,2780.831,1357.812,1387.884,6053.02,29507.42,2619.55,165.9664
2018-02-11,--,--,--,169.2619,--,--,--,--,--,--,166.0742
2018-02-12,3890.1046,5699.098,1648.072,169.2808,2790.315,1353.056,1393.045,6203.752,29459.63,2656,166.0913
2018-02-13,3935.6324,5736.951,1648.582,169.3392,2808.722,1352.003,1396.739,6216.51,29839.53,2662.94,166.1193
2018-02-14,3966.9614,5754.834,1646.771,169.3767,2840.226,1362.921,1408.192,6230.663,30515.6,2698.63,166.1645
2018-02-15,--,--,--,--,--,--,--,--,31115.43,2731.2,--
2018-02-16,--,--,--,--,--,--,--,--,--,2732.22,--
2018-02-20,--,--,--,--,--,--,--,--,30873.63,2716.26,--
2018-02-21,--,--,--,--,--,--,--,--,31431.89,2701.33,--
2018-02-22,4052.7332,5875.727,1677.765,169.4897,2822.292,1371.414,1410.023,6347.083,30965.68,2703.96,166.4475
2018-02-23,4071.0889,5897.677,1668.835,169.573,2872.505,1390.88,1429.914,6365.916,31267.17,2747.3,166.4738
2018-02-24,--,--,--,169.632,--,--,--,--,--,--,166.5276
2018-02-26,4118.4186,6029.68,1729.153,169.9746,2889.015,1396.742,1439.838,6507.128,31498.6,2779.6,166.6427
2018-02-27,4058.9806,6010.557,1743.541,170.1645,2885.716,1393.799,1437.595,6529.38,31268.66,2744.28,166.7351
2018-02-28,4023.6415,6023.677,1753.627,170.3001,2863.237,1391.711,1432.389,6563.808,30844.72,2713.83,166.8456
2018-03-01,4049.0863,6090.225,1789.849,170.2906,2863.261,1394.997,1435.66,6658.578,31044.25,2677.67,166.9308
2018-03-02,4016.461,6056.335,1772.005,170.2392,2845.535,1390.786,1434.352,6632.371,30583.45,2691.25,166.9488
2018-03-05,4018.097,6064.098,1795.693,170.1789,2796.451,1377.144,1420.217,6674.277,29886.39,2720.94,167.0086
2018-03-06,4066.5647,6145.577,1797.61,170.2095,2808.783,1375.878,1422.045,6735.859,30510.73,2728.12,167.043
2018-03-07,4036.6536,6086.487,1785.27,170.3058,2784.863,1363.377,1411.068,6688.545,30196.92,2726.8,167.1032
2018-03-08,4077.6001,6131.514,1793.222,170.3606,2734.325,1351.382,1394.133,6725.183,30654.52,2738.97,167.1401
2018-03-09,4108.8652,6206.975,1856.455,170.4293,2679.752,1331.194,1373.035,6837.126,30996.21,2786.57,167.124
2018-03-12,4127.6662,6295.778,1882.409,170.5191,2695.921,1322.294,1371.242,6947.46,31594.33,2783.02,167.2142
2018-03-13,4091.2533,6254.146,1872.678,170.4762,2687.284,1319.699,1369.779,6911.666,31601.45,2765.31,167.1989
2018-03-14,4073.3447,6189.317,1841.289,170.4801,2721.655,1332.103,1381.938,6834.835,31435.01,2749.48,167.2462
2018-03-15,4096.1627,6180.111,1848.711,170.5335,2717.427,1329.091,1377.794,6824.052,31541.1,2747.33,167.2566
2018-03-16,4056.4226,6146.306,1821.322,170.6701,2705.76,1320.266,1372.365,6805.926,31501.97,2752.01,167.2817
2018-03-19,4074.2479,6153.834,1842.92,170.6905,2649.027,1313.573,1356.545,6820.502,31513.76,2712.92,167.3392
2018-03-20,4077.7041,6173.698,1864.62,170.838,2646.134,1301.943,1352.164,6822.255,31549.93,2716.94,167.3715
2018-03-21,4061.0502,6129.204,1829.913,170.9809,2627.752,1299.819,1347.688,6771.055,31414.52,2711.93,167.4256
2018-03-22,4020.349,6101.228,1817.228,171.1932,2651.455,1306.808,1356.913,6764.69,31071.05,2643.69,167.4997
2018-03-23,3904.9355,5787.152,1726.021,171.6462,2534.284,1254.876,1314.587,6402.893,30309.29,2588.26,167.7433
2018-03-26,3879.893,5902.959,1780.609,171.6066,2514.25,1248.348,1308.589,6515.251,30548.77,2658.55,167.9424
2018-03-27,3913.2689,6034.775,1844.693,171.4971,2549.647,1250.939,1317.135,6680.844,30790.83,2612.62,167.9411
2018-03-28,3842.7155,5973.341,1835.154,171.5023,2531.299,1235.254,1305.153,6635.873,30022.53,2605,168.0366
2018-03-29,3894.0498,6034.857,1842.187,171.4652,2561.257,1239.727,1309.709,6684.275,30093.38,2640.87,168.0934
2018-03-30,3898.4977,6114.738,1900.482,171.48,2591.311,1255.277,1328.012,6798.668,--,--,168.1017
2018-04-02,3886.9189,6121.964,1900.255,171.5743,2599.916,1263.657,1334.81,6835.875,--,2581.88,168.2874
2018-04-03,3862.4796,6059.709,1872.47,171.6133,2594.637,1256.475,1332.698,6769.558,30180.1,2614.45,168.3944
2018-04-04,3854.8625,6017.686,1836.813,171.7216,2566.417,1251.473,1329.531,6708.922,29518.69,2644.69,168.4995
2018-04-05,--,--,--,--,--,--,--,--,--,2662.84,--
2018-04-06,--,--,--,--,--,--,--,--,29844.94,2604.47,--
2018-04-08,--,--,--,171.91,--,--,--,--,--,--,168.6321
2018-04-09,3852.9292,6025.649,1841.653,172.2571,2594.453,1255.108,1340.166,6718.649,30229.58,2613.16,168.7821
2018-04-10,3927.1729,6063.742,1835.52,172.2652,2616.21,1263.948,1345.328,6720.774,30728.74,2656.87,168.9073
2018-04-11,3938.3434,6086.613,1834.626,172.357,2609.051,1254.378,1339.303,6759.812,30897.71,2642.19,168.9479
2018-04-12,3898.6354,6051.335,1826.89,172.4611,2601.377,1250.247,1333.507,6727.645,30831.28,2663.99,169.0375
2018-04-13,3871.1443,6027.187,1824.594,172.6169,2621.166,1254.947,1338.796,6721.663,30808.38,2656.3,169.1005
2018-04-16,3808.863,6012.405,1838.709,172.9239,2586.224,1242.639,1323.66,6717.931,30315.59,2677.84,169.2719
2018-04-17,3748.6412,5890.857,1783.741,173.071,2599.014,1255.054,1330.942,6564.692,30062.75,2706.39,169.3649
2018-04-18,3766.282,5970.658,1822.264,174.6493,2633.152,1272.64,1343.39,6661.291,30284.25,2708.64,170.0747
2018-04-19,3811.843,6004.733,1820.281,174.4542,2711.8,1298.557,1369.892,6677.09,30708.44,2693.13,170.1125
2018-04-20,3760.8543,5880.836,1782.809,174.5148,2657.159,1273.974,1350.53,6535.963,30418.33,2670.14,170.1398
2018-04-23,3766.3257,5823.921,1753.048,174.0865,2705.571,1300.026,1368.485,6466.519,30254.4,2670.29,170.1557
2018-04-24,3843.4886,5957.193,1806.861,174.2281,2681.405,1300.106,1362.858,6606.584,30636.24,2634.56,170.126
2018-04-25,3828.7015,5959.422,1819.406,174.0706,2678.33,1295.916,1363.242,6632.019,30328.15,2639.4,170.1687
2018-04-26,3755.4941,5847.977,1781.276,173.9783,2669.532,1289.101,1357.889,6510.534,30007.68,2666.94,170.099
2018-04-27,3756.8765,5860.984,1805.596,173.867,2677.061,1284.836,1355.298,6517.054,30280.67,2669.91,170.0424
2018-04-28,--,--,--,173.9438,--,--,--,--,--,--,169.9929
2018-04-30,--,--,--,--,--,--,--,--,30808.45,2648.05,--
2018-05-01,--,--,--,--,--,--,--,--,--,2654.8,--
2018-05-02,3763.6461,5855.323,1801.571,173.765,2715.762,1312.215,1376.218,6486.814,30723.88,2635.67,169.9959
2018-05-03,3793.0001,5910.606,1826.791,173.8287,2703.662,1313.766,1374.754,6545.274,30313.37,2629.73,169.9525
2018-05-04,3774.5981,5909.294,1814.855,173.9558,2696.473,1320.991,1374.483,6531.293,29926.5,2663.42,169.9378
2018-05-07,3834.1877,6019.141,1852.336,173.9082,2700.264,1336.594,1379.462,6646.584,29994.26,2672.63,170.0115
2018-05-08,3878.6767,6041.814,1856.868,173.6727,2706.931,1332.988,1376.761,6678.145,30402.81,2671.92,169.8857
2018-05-09,3871.6152,6029.233,1855.809,173.5588,2673.99,1319.823,1366.345,6674.909,30536.14,2697.79,169.78
2018-05-10,3893.0565,6040.572,1865.359,173.6427,2684.631,1329.967,1372.939,6703.211,30809.22,2723.07,169.7005
2018-05-11,3872.8383,5991.342,1834.78,173.7467,2718.219,1343.258,1383.309,6636.767,31122.06,2727.72,169.6488
2018-05-14,3909.2933,5967.554,1830.98,173.721,2731.493,1344.235,1383.517,6591.73,31541.08,2730.1299,169.6838
2018-05-15,3924.0975,6020.57,1858.011,173.5778,2731.27,1346.022,1382.345,6661.129,31152.03,2711.45,169.6297
2018-05-16,3892.8442,6004.07,1846.675,173.5832,2726.501,1351.589,1380.227,6622.641,31110.2,2722.46,169.5964
2018-05-17,3864.0507,5973.779,1831.205,173.4907,2727.825,1345.045,1377.753,6591.255,30942.15,2720.1299,169.5899
2018-05-18,3903.0637,5995.15,1836.754,173.6145,2723.719,1349.761,1379.134,6620.775,31047.91,2712.97,169.6018
2018-05-21,3921.2421,6072.199,1862.481,173.7565,2697.271,1358.78,1378.603,6697.144,31234.35,2733.01,169.6834
2018-05-22,3906.2081,6092.907,1875.999,173.9603,2677.754,1346.088,1371.736,6724.398,--,2724.4399,169.6822
2018-05-23,3854.5825,6013.847,1845.973,174.1262,2675.547,1317.76,1363.337,6652.292,30665.64,2733.29,169.7129
2018-05-24,3827.217,5992.621,1838.403,174.1455,2685.797,1323.343,1370.797,6628.502,30760.41,2727.76,169.7828
2018-05-25,3816.498,5917.798,1804.549,174.4279,2684.113,1319.033,1367.667,6541.45,30588.04,2721.3301,169.7945
2018-05-28,3833.2599,5891.263,1796.913,174.4839,2689.529,1322.922,1366.59,6490.405,30792.26,--,169.8568
2018-05-29,3804.0093,5835.446,1773.646,174.4724,2723.561,1343.658,1384.376,6436.773,30484.58,2689.8601,169.8302
2018-05-30,3723.3724,5682.588,1726.219,174.5307,2695.458,1333.302,1374.598,6232.416,30056.79,2724.01,169.8272
2018-05-31,3802.3759,5754.475,1743.743,174.409,2733.096,1342.088,1385.522,6315.172,30468.56,2705.27,169.747
2018-06-01,3770.5891,5685.116,1709.548,174.289,2740.539,1351.628,1390.29,6243.732,30492.91,2734.6201,169.7252
2018-06-04,3807.5781,5683.149,1702.93,174.0461,2737.78,1342.258,1384.711,6215.609,30997.98,2746.8701,169.7622
2018-06-05,3845.3164,5779.078,1746.113,173.9685,2764.037,1339.216,1385.901,6316.419,31093.45,2748.8,169.6834
2018-06-06,3837.3511,5774.258,1743.248,173.8704,2798.278,1335.601,1389.66,6320.474,31259.1,2772.3501,169.7087
2018-06-07,3831.0128,5738.018,1730.375,173.8493,2812.596,1349.488,1397.297,6274.884,31512.63,2770.3701,169.6685
2018-06-08,3779.6159,5669.303,1711.522,173.9867,2814.261,1343.764,1392.76,6205.956,30958.21,2779.03,169.6334
2018-06-11,3779.9818,5632.357,1688.618,174.0031,2811.616,1340.07,1391.903,6151.938,31063.7,2782,169.6203
2018-06-12,3825.9534,5693.346,1712.768,173.8002,2816.571,1358.933,1399.821,6199.154,31103.06,2786.8501,169.6059
2018-06-13,3788.3391,5607.017,1685.895,173.9466,2810.621,1336.268,1389.969,6092.345,30725.15,2775.6299,169.5697
2018-06-14,3773.3655,5586.931,1673.319,174.1271,2814.841,1340.639,1394.671,6060.129,30440.17,2782.49,169.5896
2018-06-15,3753.4338,5483.945,1641.663,174.3281,2812.46,1347.153,1395.252,5928.073,30309.49,2779.6599,169.6097
2018-06-18,--,--,--,--,--,--,--,--,--,2773.75,--
2018-06-19,3621.1166,5141.71,1547.145,174.7127,2745.784,1317.248,1365.164,5522.529,29468.15,2762.5901,169.7324
2018-06-20,3635.4436,5198.394,1563.793,174.5366,2764.968,1330.307,1374.433,5588.27,29696.17,2767.3201,169.725
2018-06-21,3592.965,5089.252,1521.676,174.6594,2722.861,1307.122,1356.32,5456.911,29296.05,2749.76,169.7442
2018-06-22,3608.9046,5160.123,1549.661,174.7421,2730.487,1306.139,1357.294,5541.374,29338.7,2754.8799,169.7185
2018-06-25,3560.4777,5125.033,1538.565,174.7339,2723.086,1308.288,1358.518,5512.433,28961.39,2717.0701,169.7345
2018-06-26,3531.1112,5160.283,1564.917,174.7978,2705.542,1302.247,1355.28,5558.714,28881.4,2723.0601,169.7032
2018-06-27,3459.2621,5109.498,1546.232,174.8926,2706.432,1312.338,1362.311,5508.915,28356.26,2699.6299,169.7243
2018-06-28,3423.5255,5055.109,1543.664,175.2434,2736.449,1322.752,1371.583,5443.849,28497.32,2716.3101,169.8147
2018-06-29,3510.9845,5217.764,1606.715,175.905,2762.184,1341.302,1385.866,5608.536,28955.11,2718.3701,169.9126
2018-07-02,3407.9638,5138.783,1588.374,176.038,2742.485,1330.131,1377.877,5538.092,--,2726.71,170.1203
2018-07-03,3409.2801,5197.131,1607.122,176.0607,2727.301,1330.423,1375.436,5601.591,28545.57,2713.22,170.2471
2018-07-04,3363.7473,5121.344,1565.61,176.0207,2696.206,1327.475,1365.955,5500.665,28241.67,--,170.2947
2018-07-05,3342.4379,4982.763,1532.679,176.1523,2669.982,1319.414,1357.528,5352.66,28182.09,2736.6101,170.4486
2018-07-06,3365.1227,4996.63,1541.314,175.985,2671.335,1315.999,1356.189,5374.58,28315.62,2759.8201,170.526
2018-07-09,3459.1837,5107.551,1581.93,175.9085,2699.396,1325.471,1365.33,5487.549,28688.5,2784.1699,170.6224
2018-07-10,3467.5155,5136.533,1592.976,175.878,2695.396,1324.806,1362.265,5524.802,28682.25,2793.8401,170.6517
2018-07-11,3407.5297,5036.157,1563.009,176.0033,2662.192,1326.661,1355.442,5396.312,28311.69,2774.02,170.6798
2018-07-12,3481.0559,5172.503,1614.632,176.034,2711.872,1328.568,1364.896,5541.36,28480.83,2798.29,170.7149
2018-07-13,3492.6897,5204.186,1618.463,176.3183,2691.975,1316.141,1356.353,5561.685,28525.44,2801.3101,170.6985
2018-07-16,3472.0859,5195.2,1616.913,176.459,2687.241,1313.602,1354.769,5566.96,28539.66,2798.4299,170.8372
2018-07-17,3449.3773,5196.197,1621.632,176.4575,2681.687,1310.483,1352.522,5575.474,28181.68,2809.55,170.8108
2018-07-18,3431.3227,5156.636,1607.884,176.5839,2678.662,1309.567,1351.039,5544.519,28117.42,2815.6201,170.836
2018-07-19,3428.343,5111.327,1590.063,176.8125,2696.201,1315.52,1358.516,5480.767,28010.86,2804.49,171.0449
2018-07-20,3492.8938,5175.252,1609.548,176.5428,2708.598,1326.044,1365.215,5541.212,28224.48,2801.8301,171.2585
2018-07-23,3525.7503,5214.004,1620.973,176.4796,2729.08,1325.073,1369.797,5582.307,28256.12,2806.98,171.4021
2018-07-24,3581.7057,5304.641,1629.61,176.2103,2725.631,1333.635,1373.094,5672.222,28662.57,2820.3999,171.5299
2018-07-25,3577.7522,5308.657,1632.32,176.1963,2747.933,1344.37,1384.358,5685.586,28920.9,2846.0701,171.5991
2018-07-26,3536.2456,5273.479,1606.115,176.2881,2749.135,1340.937,1385.593,5663.178,28781.14,2837.4399,171.8338
2018-07-27,3521.2269,5249.29,1594.567,176.5272,2791.333,1350.511,1398.94,5630.227,28804.28,2818.8201,171.9236
2018-07-30,3515.0794,5185.151,1559.641,176.6697,2772.679,1360.009,1402.623,5549.037,28733.13,2802.6001,172.1114
2018-07-31,3517.6568,5188.717,1561.258,176.9906,2795.917,1358.706,1408.341,5542.543,28583.01,2816.29,172.2895
2018-08-01,3447.3882,5105.374,1541.86,177.1685,2772.82,1353.884,1400.529,5456.205,28340.74,2813.3601,172.4968
2018-08-02,3370.9579,4996.012,1510.088,177.2085,2757.964,1362.926,1403.078,5325.801,27714.56,2827.22,172.6977
2018-08-03,3315.2839,4929.75,1481.607,177.3779,2773.784,1386.976,1415.34,5255.631,27676.32,2840.3501,172.8223
2018-08-06,3273.2728,4825.251,1440.796,177.4783,2810.229,1411.632,1435.121,5144.642,27819.56,2850.3999,173.0909
2018-08-07,3368.8695,4956.872,1479.441,177.4587,2830.458,1433.963,1447.903,5279.642,28248.88,2858.45,173.3273
2018-08-08,3314.5075,4880.569,1447.757,177.1602,2827.563,1428.143,1445.723,5191.786,28359.14,2857.7,173.3833
2018-08-09,3397.5298,5004.773,1497.606,176.6877,2845.683,1427.485,1447.368,5307.967,28607.3,2853.5801,173.2995
