ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000605.SZ,20150105,4857,814.23,3767,632.88,5319,891.98,5828,977.52,3098,521.65,2275,381.37,0,0.0,1404,236.09,-875,-143.8
000606.SZ,20150105,33966,2210.89,33763,2200.7,32205,2098.61,29419,1916.55,18737,1222.13,16030,1042.49,0,0.0,5695,371.88,190,18.39
000607.SZ,20150105,19619,1997.98,14839,1512.59,28898,2945.16,25821,2631.01,10109,1030.88,14880,1514.97,800,81.92,3886,397.38,-4776,-484.05
000608.SZ,20150105,206821,10873.38,213134,11205.53,196986,10350.65,200191,10516.79,122370,6422.62,158979,8348.31,80256,4221.6,34129,1797.62,39741,2105.87
000610.SZ,20150105,29029,3079.09,27785,2952.33,30981,3289.82,30036,3190.41,14676,1567.61,16866,1793.78,0,0.0,0,0.0,-1260,-126.8
000611.SZ,20150105,23975,1645.22,19087,1312.83,25652,1762.82,21260,1461.4,13591,934.1,18502,1268.5,0,0.0,4368,299.42,-12322,-842.25
000613.SZ,20150105,11401,779.42,8203,561.14,13151,899.43,11457,783.92,5808,396.9,12401,846.88,1701,116.19,0,0.0,217,16.95
000617.SZ,20150105,13155,1293.4,13424,1325.06,12530,1235.41,13671,1344.89,5956,588.77,4886,480.77,340,33.15,0,0.0,4393,434.94
000619.SZ,20150105,106283,10502.68,107829,10664.85,97696,9650.28,102809,10161.7,51513,5094.4,50092,4948.25,11776,1172.07,6538,644.64,351,55.17
000620.SZ,20150105,148869,11021.88,119030,8825.21,166186,12313.56,142137,10542.41,115891,8600.41,129072,9568.03,25637,1898.08,66344,4898.29,-12462,-892.08
000622.SZ,20150105,26553,1531.01,23384,1350.66,23613,1361.68,20462,1179.5,11369,656.43,14887,857.64,2471,143.07,5272,304.39,1114,66.13
000623.SZ,20150105,75246,26250.2,68719,24013.84,133589,46603.53,118833,41535.51,153688,53644.24,156265,54572.1,86954,30415.22,105660,36791.74,-4719,-1428.39
000625.SZ,20150105,164958,29070.6,216006,38121.91,206693,36419.08,253417,44706.43,200671,35258.77,220409,38863.27,248416,44080.84,130907,23137.68,100715,17608.92
000626.SZ,20150105,9579,1256.78,9735,1279.72,11591,1520.68,10042,1317.65,9980,1308.26,11579,1516.11,2264,296.44,2057,268.69,5913,773.53
000628.SZ,20150105,20249,1817.04,24156,2171.78,19875,1784.44,23582,2119.83,15710,1417.53,8964,807.69,2059,186.2,1190,105.93,5099,462.12
000629.SZ,20150105,981448,36448.23,1031414,38311.25,906197,33592.68,966632,35864.74,758975,28129.81,742243,27526.25,550603,20490.64,456934,16959.12,126736,4736.66
000630.SZ,20150105,171454,28238.69,230393,38071.31,238437,39294.02,291244,48116.64,199802,32990.28,205392,33936.93,226414,37840.13,109079,18238.24,38488,5879.41
000631.SZ,20150105,13437,917.12,35331,2432.16,13517,926.16,33972,2340.04,20434,1404.06,24395,1679.24,54630,3779.39,8320,575.29,-35780,-2477.62
000632.SZ,20150105,74596,4162.51,77086,4304.17,57218,3193.12,53463,2982.94,22571,1260.14,19992,1114.42,2090,117.25,5934,331.49,2412,135.98
000635.SZ,20150105,28142,3539.28,26761,3368.17,30906,3886.5,28207,3547.31,9581,1206.04,14968,1880.93,2412,303.41,1105,138.81,-6379,-796.12
000636.SZ,20150105,49051,4495.4,61528,5644.19,70340,6445.3,81470,7471.59,72246,6628.04,71248,6538.28,36034,3314.66,13424,1229.33,41860,3855.53
000637.SZ,20150105,78278,5127.17,73502,4812.07,62391,4080.54,56537,3694.91,36765,2407.17,21772,1412.0,40725,2707.35,66349,4403.24,42546,2839.56
000638.SZ,20150105,47407,2909.32,36390,2236.05,54154,3316.73,50829,3118.66,33042,2024.11,34162,2083.55,2581,158.22,15803,970.12,-1817,-100.39
000639.SZ,20150105,7376,1206.66,5358,878.26,11768,1926.1,10332,1692.7,5623,920.3,8769,1433.06,1449,238.58,1756,287.62,1834,302.21
000650.SZ,20150105,62572,4873.05,63923,4993.36,63694,4962.35,63784,4979.46,56435,4399.34,54537,4243.55,22106,1734.47,22562,1752.83,1543,142.27
000651.SZ,20150105,83396,33434.0,104950,42003.21,201413,81029.01,235712,94707.79,276829,111269.06,310051,124433.09,510809,205859.32,421734,170447.31,197748,79573.35
000652.SZ,20150105,146527,10544.93,102113,7363.44,145647,10487.78,119506,8614.61,70998,5121.41,113715,8180.04,3562,255.34,31400,2251.36,-64501,-4619.24
000655.SZ,20150105,65292,6168.99,75381,7120.28,72279,6815.73,78828,7425.12,55528,5219.27,47343,4463.55,15557,1468.87,7104,663.91,21985,2072.47
000656.SZ,20150105,125239,18830.42,84947,12787.95,154098,23179.13,124146,18687.47,121449,18262.13,124390,18713.21,56230,8433.42,123534,18516.47,-10586,-1576.95
000657.SZ,20150105,16879,2899.63,15881,2731.99,31306,5372.12,31459,5399.64,15092,2590.33,19031,3259.11,8521,1457.63,5429,928.99,4537,783.06
000659.SZ,20150105,115469,3942.5,108845,3721.07,68568,2343.98,73940,2528.55,38542,1318.85,38447,1309.82,4361,148.63,5709,194.51,4435,153.03
000661.SZ,20150105,3032,2613.3,2151,1860.87,7059,6084.73,5861,5059.47,6457,5578.11,8094,6971.61,1793,1551.96,2234,1936.15,81,103.95
000662.SZ,20150105,57,3.94,432,29.84,0,0.0,332,22.93,656,45.33,656,45.33,707,48.83,0,0.0,-707,-48.83
000665.SZ,20150105,6090,845.13,5497,763.88,9150,1270.63,9540,1325.65,5949,827.9,6152,854.14,0,0.0,0,0.0,-1009,-136.4
000666.SZ,20150105,14572,2645.52,14261,2596.74,26597,4836.13,29459,5366.96,23389,4270.43,29564,5386.02,10360,1898.0,1634,300.36,11285,2081.89
000667.SZ,20150105,994796,32870.69,903138,29855.79,840177,27707.35,763114,25179.11,541263,17787.87,597805,19669.23,151599,5022.91,263777,8684.7,59695,2021.3
000669.SZ,20150105,9524,2747.74,6108,1766.03,11003,3175.42,9236,2669.24,4891,1413.83,9489,2733.15,851,244.56,1435,413.13,799,237.74
000670.SZ,20150105,89682,8611.0,74421,7149.66,90212,8656.86,78454,7537.51,39457,3793.32,62783,6019.23,5378,515.39,9072,870.17,-19051,-1826.86
000671.SZ,20150105,69366,10118.11,53020,7749.29,59629,8676.05,77916,11369.77,110855,16196.16,125595,18332.07,53867,7888.43,37185,5427.62,42202,6201.45
000672.SZ,20150105,54058,4741.58,41478,3650.62,47962,4207.06,41640,3658.49,21152,1870.47,34547,3026.94,2856,248.19,8363,731.25,7786,710.99
000673.SZ,20150105,9798,1474.19,10595,1597.28,16295,2454.14,14935,2251.71,9476,1429.86,10386,1563.88,1299,195.62,952,140.94,-6982,-1048.38
000678.SZ,20150105,69462,4411.61,62247,3954.25,41883,2659.96,42507,2698.47,11789,748.84,18227,1157.87,0,0.0,152,9.81,-12488,-792.16
000679.SZ,20150105,34214,2567.38,36411,2734.33,36350,2728.2,33747,2532.92,22274,1673.67,22743,1709.37,1568,118.74,1504,111.38,-379,-26.65
000680.SZ,20150105,720676,56116.86,736631,57429.27,661579,51564.75,697385,54414.57,493421,38421.69,474128,36895.63,239298,18632.19,206831,15996.01,77548,6350.24
000681.SZ,20150105,10728,2331.0,7562,1650.29,15590,3383.75,13766,2999.02,6040,1314.91,10282,2219.07,510,110.19,1257,271.47,-3762,-804.32
000682.SZ,20150105,108466,5288.29,98872,4826.47,77317,3771.23,66836,3262.69,33652,1646.22,42442,2070.15,0,0.0,11285,546.44,14194,694.3
000683.SZ,20150105,242490,12651.87,233156,12173.56,180658,9412.52,181391,9445.19,85466,4450.9,85794,4464.5,23108,1215.84,31381,1647.88,35540,1873.57
000685.SZ,20150105,31517,7079.17,32948,7417.15,63541,14272.18,66215,14895.84,84873,19099.34,83220,18718.46,24547,5534.86,22095,4954.1,2655,629.16
000686.SZ,20150105,293905,57519.99,231997,45451.88,413354,80950.05,349722,68571.74,338797,66427.07,339864,66632.66,257001,50568.56,381473,74809.39,-107994,-20954.66
000688.SZ,20150105,45519,3410.9,47245,3545.98,37024,2768.52,37556,2805.87,16412,1226.43,13538,1007.98,50,3.65,667,49.66,3431,264.69
000690.SZ,20150105,302886,19885.24,323484,21240.09,297525,19525.82,297220,19504.42,190480,12479.92,171740,11250.3,48598,3194.49,47045,3090.67,106107,6988.67
000691.SZ,20150105,31040,1812.86,28666,1676.46,25183,1468.5,23856,1392.8,15822,921.25,17218,998.29,0,0.0,2305,135.05,5233,299.98
000692.SZ,20150105,89545,4239.74,90527,4288.68,83532,3954.92,80084,3791.82,46608,2206.21,48093,2275.53,3000,142.78,3982,187.61,20571,980.72
000693.SZ,20150105,30081,7257.18,24023,5814.1,38555,9325.49,36623,8856.52,22170,5377.15,31950,7729.13,2722,665.84,932,225.9,-6672,-1594.82
000695.SZ,20150105,6718,852.91,6539,831.67,8323,1056.06,7916,1004.4,3457,438.43,4044,511.33,0,0.0,0,0.0,-2028,-254.85
000697.SZ,20150105,25121,4512.79,26406,4758.51,40599,7304.53,44909,8081.91,32141,5813.53,30353,5480.81,9420,1705.02,5614,1014.63,7255,1308.12
000698.SZ,20150105,59038,3041.63,54979,2832.76,52558,2707.55,51859,2672.41,27471,1416.28,29445,1515.88,0,0.0,2784,144.41,7176,371.88
000700.SZ,20150105,15643,1973.31,15092,1905.32,18545,2337.22,16939,2135.26,12843,1619.84,12937,1632.29,190,24.11,2253,281.61,-3609,-450.53
000701.SZ,20150105,16929,2036.88,15587,1877.35,19667,2367.35,20247,2435.73,14570,1754.48,12777,1536.31,2811,338.04,5366,647.37,2355,281.85
000702.SZ,20150105,14454,1364.68,8669,819.21,21977,2075.55,21694,2047.2,11451,1080.68,17512,1653.67,1960,187.49,1968,188.31,-3844,-359.52
000703.SZ,20150105,90832,8367.68,96842,8938.26,105714,9732.98,109639,10115.43,67823,6264.3,57460,5299.71,13037,1219.83,13465,1231.39,9505,896.61
000705.SZ,20150105,20666,2082.1,18321,1847.45,17992,1811.84,17045,1717.25,5870,590.33,7182,719.94,0,0.0,1980,199.63,-2129,-211.02
000707.SZ,20150105,26466,1377.25,29244,1524.07,30769,1602.02,27537,1434.57,27664,1444.74,31945,1667.62,5906,310.62,2080,108.37,8848,465.51
000708.SZ,20150105,37615,3805.82,39424,3991.64,38596,3903.29,42513,4300.19,23191,2350.07,18505,1874.04,1105,113.24,65,6.55,10414,1057.31
000709.SZ,20150105,835808,33197.84,912893,36264.07,717258,28479.85,760289,30218.47,591363,23448.26,571642,22710.12,343642,13716.37,243247,9649.64,162571,6514.92
000710.SZ,20150105,9464,1016.14,9096,978.07,11657,1253.15,11885,1276.79,7188,775.97,7248,781.84,0,0.0,79,8.56,2100,229.52
000711.SZ,20150105,7853,1060.6,8157,1101.49,13778,1858.27,12324,1668.31,8425,1141.13,7823,1054.87,56,7.53,1809,242.86,-2318,-314.72
000712.SZ,20150105,64994,17151.78,47150,12448.09,98485,26010.19,87848,23200.12,97252,25697.7,103531,27361.26,52395,13843.14,74597,19693.34,-33664,-8897.77
000713.SZ,20150105,53190,5510.54,47563,4933.51,35958,3727.77,35499,3680.32,11617,1208.51,16717,1730.53,139,14.14,1124,116.6,-5444,-555.69
000716.SZ,20150105,7531,989.96,8990,1184.31,13284,1747.62,11288,1487.68,6665,879.24,6243,821.0,0,0.0,959,123.83,-1967,-254.37
000717.SZ,20150105,219249,7183.71,251387,8249.5,145151,4752.02,161941,5311.54,84279,2769.16,71075,2331.48,47525,1572.36,11802,384.73,23243,752.35
000718.SZ,20150105,135344,9364.31,133350,9239.33,161485,11172.18,165743,11473.35,131776,9128.05,139995,9685.77,55736,3868.93,45252,3135.02,-37310,-2562.53
000720.SZ,20150105,109844,4816.57,132436,5820.86,72398,3172.18,77860,3415.81,34693,1523.07,33921,1488.57,35098,1553.36,7815,339.95,46736,2065.06
000721.SZ,20150105,229575,14581.97,225747,14358.64,155404,9866.41,161083,10240.05,62634,3990.54,59683,3773.71,6289,404.26,7389,470.77,-9129,-537.06
000722.SZ,20150105,22681,1870.11,23764,1960.74,24759,2039.92,22983,1892.5,5274,433.59,5967,490.38,0,0.0,0,0.0,2533,209.26
000723.SZ,20150105,121997,10102.89,130281,10810.51,122478,10183.5,130391,10850.14,52075,4353.14,45658,3801.43,15745,1322.73,5964,500.17,15384,1285.59
000725.SZ,20150105,1532072,52651.9,1529222,52531.83,1626073,55883.09,1563001,53673.87,1401632,48179.66,1361480,46787.8,929431,31950.13,1035505,35671.28,362357,12542.98
000726.SZ,20150105,59478,7401.97,63220,7870.08,70370,8756.44,78667,9779.05,60646,7540.48,56377,7004.73,22036,2735.76,14266,1780.78,23376,2908.79
000727.SZ,20150105,27388,2112.41,23972,1849.74,22439,1730.93,19804,1525.49,10481,807.75,11865,916.86,405,30.86,5073,389.88,-932,-68.43
000728.SZ,20150105,182964,55847.32,154996,47390.64,287307,87780.46,251825,77032.06,298007,91114.78,296666,90714.43,170199,52072.77,234991,71678.2,-36144,-10788.98
000729.SZ,20150105,114521,9457.97,109464,9031.89,121492,10015.64,118101,9737.67,103078,8514.5,99542,8216.65,53096,4372.93,65078,5374.84,92122,7592.33
000731.SZ,20150105,49051,4397.7,46723,4197.89,87602,7852.04,79171,7109.25,60738,5446.14,75165,6724.47,14056,1263.53,10387,927.81,5170,473.11
000732.SZ,20150105,21787,3787.13,23993,4178.04,53309,9262.94,63694,11089.54,93940,16357.94,96541,16820.0,53480,9335.17,38287,6655.61,25561,4491.76
000733.SZ,20150105,19853,2754.3,14097,1958.4,17205,2386.79,15032,2089.45,11783,1635.87,16098,2230.65,3692,513.02,7307,1011.48,-4394,-603.75
000735.SZ,20150105,152699,11831.09,146944,11389.89,81035,6276.83,81898,6347.56,34713,2690.72,38027,2941.45,4969,386.59,6546,506.32,6050,475.51
000736.SZ,20150105,30291,3167.39,35619,3725.2,39627,4146.99,48365,5064.8,34689,3633.66,39909,4176.68,33401,3502.08,14116,1483.43,-14176,-1526.72
000737.SZ,20150105,52885,2668.02,52409,2643.85,57822,2917.34,61383,3099.13,26290,1327.83,25206,1270.81,2000,100.59,0,0.0,11534,581.37
000738.SZ,20150105,43595,7257.4,46949,7835.01,54823,9125.24,49738,8286.25,31696,5290.95,31911,5302.44,1984,332.15,3501,582.04,10130,1714.88
000739.SZ,20150105,68468,5300.96,68973,5342.26,55813,4320.32,54519,4222.04,33533,2597.67,30794,2381.23,4241,328.47,7769,601.89,-2101,-150.81
000748.SZ,20150105,5834,2209.93,3502,1328.28,16386,6210.0,14293,5423.55,32608,12359.7,30488,11559.63,5734,2176.25,12279,4644.43,-5885,-2223.74
000750.SZ,20150105,244408,42153.35,233227,40286.48,281744,48615.35,275349,47567.77,202742,35019.93,227656,39294.11,106663,18507.85,99327,17148.11,14383,2631.45
000751.SZ,20150105,329729,20596.18,359583,22457.62,246401,15377.45,248297,15485.85,121581,7586.54,137299,8559.93,64870,4033.26,17403,1090.03,83602,5210.27
000752.SZ,20150105,22429,3085.04,17453,2401.53,24640,3391.16,22329,3072.6,16999,2339.55,18467,2539.37,1020,140.75,6839,943.0,1640,234.67
000753.SZ,20150105,60360,3719.13,54937,3391.77,38522,2370.05,37531,2308.37,13572,840.56,18572,1145.33,4041,253.38,5456,337.65,-38,3.49
000756.SZ,20150105,25017,1979.8,20279,1606.77,15331,1213.39,14247,1128.39,4510,356.89,10332,814.91,0,0.0,0,0.0,-6154,-484.62
000757.SZ,20150105,14571,1072.58,21884,1613.88,22985,1688.13,30300,2229.06,25717,1889.11,16489,1206.5,5400,399.62,0,0.0,14896,1112.64
000758.SZ,20150105,218297,34257.73,276785,43521.45,300373,47156.22,360806,56715.14,235640,37017.89,220594,34691.8,189387,30028.44,85512,13531.9,115015,18122.57
000759.SZ,20150105,24735,2209.18,23689,2117.34,30060,2688.75,24733,2212.23,19142,1713.63,25515,2281.98,0,0.0,0,0.0,-2059,-181.82
000760.SZ,20150105,13116,1526.59,12199,1427.12,13210,1540.88,13807,1607.41,8062,944.72,6757,786.52,0,0.0,1624,191.14,3241,386.45
000761.SZ,20150105,34335,1805.77,40669,2139.99,40582,2132.45,39569,2081.95,26616,1396.48,19691,1032.86,2181,115.51,3784,195.43,1541,84.77
000762.SZ,20150105,46025,6395.61,47378,6585.52,58984,8208.74,57585,8011.17,38695,5379.59,40394,5626.26,8556,1195.73,6903,956.73,10777,1499.57
000766.SZ,20150105,31952,2059.26,30997,2005.13,25557,1647.81,27560,1778.05,9882,640.0,8918,569.41,84,5.51,0,0.0,503,39.5
000767.SZ,20150105,379975,21186.56,348069,19426.66,339763,18955.58,302024,16862.86,172213,9625.63,194586,10861.43,36338,2026.8,83609,4643.62,-41697,-2294.26
000768.SZ,20150105,225548,43296.29,245633,47253.25,264861,50909.67,294060,56596.27,214563,41294.05,222198,42771.15,137011,26656.58,80092,15535.92,86635,16948.91
000776.SZ,20150105,253869,65729.71,240503,62397.84,448151,116099.39,430129,111588.17,460162,119163.4,465302,120554.75,335155,87079.41,361403,93531.14,18412,5356.19
000777.SZ,20150105,65091,18092.73,56929,15845.86,68407,19028.81,65348,18178.78,40721,11336.49,48880,13581.28,5493,1526.53,8555,2378.63,-12456,-3429.86
000778.SZ,20150105,578448,36642.55,519557,32962.84,615773,39011.08,568741,36090.4,432960,27484.85,428676,27199.23,188800,12053.92,299007,18939.92,-10974,-572.1
000780.SZ,20150105,194217,12798.47,228397,15037.23,228122,15038.73,238603,15708.33,227100,15083.31,186436,12377.44,214060,14355.47,210063,14152.97,-1849,-257.01
000782.SZ,20150105,25049,1842.2,20896,1563.26,40023,2950.71,36869,2742.53,32875,2459.88,37003,2732.36,5724,424.92,8903,639.55,9086,709.71
000783.SZ,20150105,687877,113613.18,604156,99887.7,738328,122046.7,688197,113823.82,444750,73504.34,486210,80364.07,209637,34753.52,302030,49842.16,-41152,-6553.71
000785.SZ,20150105,12948,1107.66,12945,1112.42,20303,1738.55,22831,1959.99,19596,1688.05,18224,1562.32,3564,306.93,2410,206.45,-1766,-141.01
000786.SZ,20150105,21408,5633.68,23513,6195.0,41320,10875.01,45544,12006.77,52052,13712.02,51427,13524.04,18325,4835.1,12622,3330.0,13459,3585.56
000788.SZ,20150105,57692,7875.96,46938,6417.67,70774,9668.12,65643,8970.49,45189,6185.24,45893,6275.78,3848,527.93,19029,2593.31,-32719,-4444.7
000789.SZ,20150105,53282,7448.6,51794,7247.96,72556,10137.67,73421,10267.09,52252,7306.68,49311,6885.27,8173,1139.05,11735,1631.68,-8834,-1212.06
000790.SZ,20150105,24283,2364.63,21055,2053.85,26550,2585.03,23659,2305.17,12798,1247.58,16319,1584.3,1297,125.81,3895,379.73,-1219,-117.74
000791.SZ,20150105,40150,5828.87,13984,2047.75,41773,6061.28,20011,2923.72,20967,3026.17,29346,4295.27,5607,806.72,45156,6456.3,22981,3229.76
000792.SZ,20150105,75874,17523.09,85448,19726.77,92929,21387.55,97977,22574.05,78601,18067.66,67233,15467.89,23861,5501.09,20607,4710.67,28862,6726.81
000793.SZ,20150105,85181,9688.59,77797,8858.66,75551,8570.57,71850,8166.69,72536,8193.6,73894,8359.8,25688,2928.97,35414,3996.59,12568,1492.57
000795.SZ,20150105,32649,3227.04,33264,3298.06,24851,2461.46,26011,2572.72,9461,941.59,7733,764.0,47,4.69,0,0.0,1998,206.6
000797.SZ,20150105,29474,3180.31,21720,2352.66,29051,3138.17,21998,2379.62,17125,1856.09,30033,3240.83,2959,323.11,4858,524.56,-565,-70.05
000798.SZ,20150105,16139,1489.12,13882,1285.83,15281,1412.51,15317,1414.87,4259,396.05,6480,596.98,0,0.0,0,0.0,-3727,-335.52
000799.SZ,20150105,74352,11298.03,89717,13661.52,82570,12560.6,89965,13700.4,46558,7099.53,42844,6528.88,26015,3999.97,6969,1067.32,32108,4932.24
000800.SZ,20150105,95195,15111.71,105364,16712.29,113009,17903.98,125919,19958.45,121857,19310.09,115422,18282.22,54728,8677.07,38084,6049.91,55315,8759.08
000801.SZ,20150105,20713,3389.72,14266,2341.23,25332,4139.07,19724,3223.26,16816,2755.24,24168,3947.02,2679,438.75,7383,1211.27,-14784,-2448.9
000802.SZ,20150105,26948,3151.97,22104,2586.44,22927,2678.01,20833,2437.7,15305,1786.14,19613,2287.62,3418,400.77,6048,705.11,9609,1124.59
000803.SZ,20150105,7295,788.14,8869,961.11,9757,1051.42,13040,1408.04,8045,875.98,3188,346.38,0,0.0,0,0.0,1451,162.53
000806.SZ,20150105,80331,6057.96,70249,5317.04,87278,6581.53,77603,5868.49,70408,5326.51,113550,8570.54,27107,2068.92,3722,278.85,-22403,-1639.56
000807.SZ,20150105,191794,11069.76,204565,11813.86,175496,10119.72,183359,10576.57,102307,5890.92,92266,5305.54,38282,2196.27,27689,1580.7,62149,3576.82
000809.SZ,20150105,84005,8612.54,67919,6967.1,82989,8515.33,74405,7636.36,78052,8018.12,96471,9907.88,15741,1620.31,21993,2254.95,-19170,-1955.56
000810.SZ,20150105,4120,663.92,4416,714.67,5238,846.95,5313,857.71,2956,480.7,2641,428.68,885,140.81,829,131.31,-691,-112.03
000812.SZ,20150105,34271,2351.6,29039,1994.18,39679,2722.5,30551,2095.29,21948,1504.1,25829,1771.88,1542,104.55,12020,821.41,-9590,-654.77
000813.SZ,20150105,11681,965.44,14912,1234.45,14052,1163.72,11762,974.08,8029,664.44,7078,584.15,0,0.0,11,0.92,5439,447.74
000815.SZ,20150105,11845,922.56,10515,819.89,15736,1225.81,14403,1122.27,4874,380.92,7538,587.12,0,0.0,0,0.0,-3102,-241.28
000816.SZ,20150105,103959,6231.78,96266,5785.04,98302,5893.88,89096,5349.22,57713,3471.54,57730,3444.72,10966,665.88,27850,1684.1,-8950,-538.78
000818.SZ,20150105,51883,2274.91,55118,2422.51,45533,1992.97,45346,1990.61,33324,1468.24,23331,1022.21,4967,218.55,11912,519.34,-12557,-540.6
000819.SZ,20150105,11971,1974.5,11597,1922.17,14035,2317.21,13194,2180.34,7653,1271.09,7720,1268.1,0,0.0,1149,192.19,-1337,-220.12
000820.SZ,20150105,35053,2455.25,36146,2533.82,40023,2802.98,38142,2674.02,18839,1321.39,22296,1560.86,2668,189.08,0,0.0,4031,288.02
000821.SZ,20150105,102715,9423.79,90417,8303.25,62175,5708.0,62555,5738.68,17931,1646.45,29907,2741.49,57,5.18,0,0.0,-21305,-1950.2
000822.SZ,20150105,99933,4860.99,78327,3814.21,98850,4803.83,74142,3603.82,46932,2276.49,65217,3169.02,11743,565.75,39771,1920.02,-34435,-1678.21
000823.SZ,20150105,40346,4419.89,36449,4005.69,37839,4142.24,32209,3532.49,17522,1923.59,25837,2820.75,16283,1801.69,17496,1928.48,12941,1452.78
000825.SZ,20150105,476765,25862.39,480081,26036.73,424415,22997.75,419619,22743.86,280132,15179.52,266632,14438.68,75538,4099.75,90517,4920.15,31434,1710.12
000826.SZ,20150105,54887,14992.18,48330,13234.52,64364,17547.86,57867,15802.24,53536,14595.34,61227,16673.32,31972,8649.47,37335,10074.76,8495,2330.05
000828.SZ,20150105,36430,2978.54,41063,3366.38,53368,4366.09,53116,4353.11,39196,3218.64,38642,3165.05,13283,1092.06,9455,770.79,1909,169.58
000829.SZ,20150105,59284,4813.63,53123,4316.05,51227,4157.51,51534,4183.22,21025,1709.9,24405,1978.82,6327,511.9,8803,714.84,-8871,-710.77
000830.SZ,20150105,140013,7720.91,147216,8124.79,143025,7892.62,147727,8155.6,118230,6527.06,104864,5792.19,49107,2720.84,50567,2788.85,-10630,-573.96
000831.SZ,20150105,80865,25442.38,86954,27363.9,145358,45732.94,154620,48677.4,175337,55245.99,180445,56818.89,101366,31952.56,80907,25513.67,67659,21380.83
000833.SZ,20150105,12763,1129.11,12902,1141.62,11408,1009.4,11024,975.79,3252,288.91,4593,407.67,1096,97.65,0,0.0,2476,220.1
000835.SZ,20150105,70469,6814.08,66622,6453.67,56337,5439.15,57582,5562.35,22614,2187.12,26489,2548.99,1398,137.0,126,12.35,2633,298.44
000836.SZ,20150105,13004,1026.02,9815,775.72,14817,1169.73,18187,1436.47,5991,473.6,7617,601.02,1808,143.87,0,0.0,-3134,-243.83
000837.SZ,20150105,47618,5275.63,41026,4561.09,39323,4360.54,39368,4365.25,15066,1677.76,17629,1953.87,0,0.0,3983,433.72,-1654,-163.3
000838.SZ,20150105,21392,1977.64,18502,1709.96,24133,2228.53,20527,1900.14,15548,1434.89,19434,1791.03,203,18.9,2813,258.82,2302,211.24
000839.SZ,20150105,155589,17678.28,149061,16950.67,187468,21276.7,185963,21136.92,137083,15574.04,142282,16139.55,39955,4562.31,42789,4864.18,14284,1681.87
000848.SZ,20150105,14283,3206.78,14707,3306.62,23672,5308.15,28461,6395.72,30970,6960.91,29610,6643.07,8344,1879.28,4491,1009.72,12992,2927.89
000850.SZ,20150105,90647,6873.34,74732,5678.21,83396,6320.02,76324,5790.27,45226,3432.88,51160,3876.82,8039,604.32,25092,1885.26,-9001,-675.07
000851.SZ,20150105,39429,4497.16,48910,5584.89,44519,5078.45,50076,5714.97,33572,3828.62,22815,2600.9,7712,883.91,3432,387.37,11090,1271.86
000852.SZ,20150105,18738,3933.57,19874,4204.09,25893,5425.44,32884,6922.82,21433,4523.14,16866,3528.25,6675,1426.4,3115,653.38,2275,529.01
