ts_code,name,management,found_date,issue_date
159001.SZ,货币ETF易方达,易方达基金,20130329,20130325
159003.SZ,招商快线ETF,招商基金,20130517,20130513
159005.SZ,汇添富快钱ETF,汇添富基金,20141223,20141215
159100.SZ,巴西ETF华夏,华夏基金,20251105,20251031
159101.SZ,港股通科技ETF华夏,华夏基金,20250826,20250818
159102.SZ,港股通生物科技ETF华安,华安基金,20250905,20250901
159103.SZ,金融科技ETF汇添富,汇添富基金,20250829,20250820
159105.SZ,恒生生物科技ETF易方达,易方达基金,20251020,20250922
159106.SZ,民企300ETF前海开源,前海开源基金,20250926,20250910
159107.SZ,创业板软件ETF富国,富国基金,20250910,20250901
159108.SZ,工业软件ETF博时,博时基金,20251112,20251027
159109.SZ,恒生50ETF景顺,景顺长城基金,20250925,20250918
159110.SZ,科创债ETF万家,万家基金,20250917,20250912
159111.SZ,科创债ETF天弘,天弘基金,20250917,20250912
159112.SZ,科创债ETF银华,银华基金,20250917,20250912
159113.SZ,科创债ETF大成,大成基金,20250917,20250912
159115.SZ,科创债ETF华安,华安基金,20250917,20250912
159116.SZ,科创债ETF工银,工银瑞信基金,20250917,20250912
159117.SZ,港股通红利低波ETF,鹏华基金,20250930,20250919
159118.SZ,港股通红利低波ETF华夏,华夏基金,20251117,20251110
159119.SZ,800现金流ETF招商,招商基金,20251103,20250923
159120.SZ,港股通科技ETF国联安,国联安基金,20251105,20251015
159121.SZ,港股通汽车ETF易方达,易方达基金,20251114,20251103
159122.SZ,创业板新能源ETF富国,富国基金,20251022,20251009
159123.SZ,光伏ETF嘉实,嘉实基金,20251119,20251110
159125.SZ,港股通科技ETF招商,招商基金,20251024,20251013
159126.SZ,港股通50ETF南方,南方基金,20251022,20251015
159127.SZ,港股通红利ETF南方,南方基金,20251112,20251103
159128.SZ,港股科技ETF天弘,天弘基金,20251031,20251020
159129.SZ,化工ETF嘉实,嘉实基金,20251106,20251020
159130.SZ,恒生生物科技ETF鹏华,鹏华基金,20251119,20251110
159131.SZ,港股通信息技术ETF华宝,华宝基金,20251105,20251027
159132.SZ,恒生生物科技ETF富国,富国基金,20251224,20251201
159133.SZ,化工ETF天弘,天弘基金,20251117,20251110
159135.SZ,港股通科技ETF前海开源,前海开源基金,20260128,20260112
159136.SZ,A50ETF广发,广发基金,20251216,20251127
159137.SZ,港股通医疗ETF华宝,华宝基金,20251231,20251215
159138.SZ,工程机械ETF易方达,易方达基金,20251231,20251211
159139.SZ,科创创业人工智能ETF华泰柏瑞,华泰柏瑞基金,20251210,20251128
159140.SZ,科创创业人工智能ETF易方达,易方达基金,20251210,20251128
159141.SZ,科创创业人工智能ETF永赢,永赢基金,20251203,20251128
159142.SZ,科创创业人工智能ETF景顺,景顺长城基金,20251205,20251128
159143.SZ,港股通央企红利ETF平安,平安基金,20251229,20251215
159145.SZ,工业软件ETF广发,广发基金,20260108,20251215
159146.SZ,电力ETF华宝,华宝基金,20260112,20251222
159147.SZ,电池ETF南方,南方基金,20260114,20260105
159148.SZ,石油ETF富国,富国基金,20260203,20260119
159149.SZ,创业板新能源ETF工银,工银瑞信基金,20260107,20251222
159150.SZ,深证50ETF易方达,易方达基金,20231129,20231120
159151.SZ,食品ETF华夏,华夏基金,20251231,20251222
159152.SZ,港股通科技ETF平安,平安基金,20260121,20260112
159153.SZ,消费电子ETF鹏华,鹏华基金,20260129,20260112
159155.SZ,电池ETF大成,大成基金,20260113,20260105
159156.SZ,电池ETF万家,万家基金,20260204,20260126
159157.SZ,有色金属ETF天弘,天弘基金,20260128,20260119
159158.SZ,电力ETF景顺,景顺长城基金,20260116,20260107
159159.SZ,公用事业ETF国投瑞银,国投瑞银基金,20260204,20260119
159162.SZ,工业有色ETF鹏华,鹏华基金,20260121,20260115
159163.SZ,有色ETF泰康,泰康基金,20260127,20260114
159165.SZ,养殖ETF永赢,永赢基金,20260204,20260119
159166.SZ,现金流ETF长城,长城基金,20260311,20260302
159167.SZ,港股通医疗ETF工银,工银瑞信基金,20260204,20260119
159168.SZ,有色ETF富国,富国基金,20260204,20260126
159169.SZ,恒生生物科技ETF广发,广发基金,20260212,20260202
159170.SZ,港股通互联网ETF永赢,永赢基金,20260311,20260224
159171.SZ,工业有色ETF博时,博时基金,20260213,20260202
159172.SZ,养殖ETF汇添富,汇添富基金,20260311,20260225
159175.SZ,电池ETF易方达,易方达基金,20260225,20260204
159181.SZ,石油ETF易方达,易方达基金,20260311,20260305
159183.SZ,新能源车ETF招商,招商基金,20260313,20260305
159189.SZ,石油ETF华夏,华夏基金,20260311,20260304
159191.SZ,港股通科技ETF易方达,易方达基金,20260318,20260309
159200.SZ,科创债ETF富国,富国基金,20250710,20250707
159201.SZ,自由现金流ETF华夏,华夏基金,20250219,20250124
159202.SZ,恒生互联网ETF万家,万家基金,20250402,20250317
159203.SZ,大盘成长ETF博时,博时基金,20250618,20250603
159205.SZ,创业板ETF东财,东财基金,20250604,20250515
159206.SZ,卫星ETF永赢,永赢基金,20250306,20250224
159207.SZ,高股息ETF广发,广发基金,20250327,20250303
159208.SZ,航空航天ETF万家,万家基金,20250428,20250328
159209.SZ,红利质量ETF招商,招商基金,20250312,20250224
159210.SZ,港股通汽车ETF汇添富,汇添富基金,20250522,20250506
159211.SZ,深证100ETF富国,富国基金,20250402,20250317
159212.SZ,深100ETF南方,南方基金,20250327,20250317
159213.SZ,机器人ETF汇添富,汇添富基金,20250421,20250407
159215.SZ,A500ETF平安,平安基金,20250326,20250317
159216.SZ,深证100ETF大成,大成基金,20250402,20250317
159217.SZ,港股通创新药ETF工银,工银瑞信基金,20250326,20250317
159218.SZ,卫星ETF招商,招商基金,20250514,20250407
159219.SZ,深证100ETF融通,融通基金,20250424,20250321
159220.SZ,港股通红利低波ETF华宝,华宝基金,20250429,20250417
159221.SZ,现金流ETF嘉实,嘉实基金,20250430,20250421
159222.SZ,自由现金流ETF易方达,易方达基金,20250409,20250324
159223.SZ,现金流ETF永赢,永赢基金,20250625,20250611
159225.SZ,现金流ETF基金,银华基金,20250409,20250324
159226.SZ,中证A500增强ETF国泰,国泰基金,20250520,20250401
159227.SZ,航空航天ETF华夏,华夏基金,20250430,20250414
159228.SZ,红利低波ETF长城,长城基金,20250605,20250526
159229.SZ,自由现金流ETF广发,广发基金,20250506,20250407
159230.SZ,通用航空ETF华夏,华夏基金,20250521,20250507
159231.SZ,通用航空ETF华宝,华宝基金,20250418,20250407
159232.SZ,自由现金流ETF南方,南方基金,20250423,20250414
159233.SZ,自由现金流ETF平安,平安基金,20250521,20250414
159235.SZ,中证现金流ETF大成,大成基金,20250423,20250414
159236.SZ,自由现金流ETF工银,工银瑞信基金,20250430,20250414
159237.SZ,港股汽车ETF工银,工银瑞信基金,20250625,20250603
159238.SZ,300ETF增强,景顺长城基金,20250528,20250512
159239.SZ,港股通汽车ETF富国,富国基金,20250519,20250506
159240.SZ,中证A500增强ETF天弘,天弘基金,20250605,20250519
159241.SZ,航空航天ETF天弘,天弘基金,20250521,20250506
159242.SZ,创业板人工智能ETF大成,大成基金,20250716,20250701
159243.SZ,创业板人工智能ETF招商,招商基金,20251224,20251020
159245.SZ,港股通消费ETF富国,富国基金,20250611,20250526
159246.SZ,创业板人工智能ETF富国,富国基金,20250702,20250616
159247.SZ,创业板ETF汇添富,汇添富基金,20260122,20251020
159248.SZ,人工智能ETF万家,万家基金,20250710,20250626
159249.SZ,A500增强ETF工银,工银瑞信基金,20250620,20250603
159251.SZ,港股通科技ETF万家,万家基金,20250714,20250609
159253.SZ,银行ETF博时,博时基金,20251127,20251103
159255.SZ,通用航空ETF易方达,易方达基金,20250725,20250721
159256.SZ,创业板软件ETF华夏,华夏基金,20250724,20250707
159257.SZ,航空ETF汇添富,汇添富基金,20250716,20250701
159258.SZ,机器人ETF南方,南方基金,20250724,20250711
159259.SZ,成长ETF易方达,易方达基金,20250820,20250811
159260.SZ,证券ETF博时,博时基金,20251024,20251015
159261.SZ,创业板新能源ETF鹏华,鹏华基金,20250625,20250609
159262.SZ,港股通科技ETF广发,广发基金,20250626,20250609
159263.SZ,价值ETF易方达,易方达基金,20250630,20250616
159265.SZ,港股消费ETF鹏华,鹏华基金,20250618,20250609
159266.SZ,港股央企红利ETF永赢,永赢基金,20250723,20250707
159267.SZ,航天ETF华安,华安基金,20250721,20250707
159268.SZ,港股通消费ETF汇添富,汇添富基金,20250710,20250618
159269.SZ,港股通科技ETF南方,南方基金,20250630,20250618
159270.SZ,创业板200ETF南方,南方基金,20250716,20250701
159271.SZ,恒生ETF鹏华,鹏华基金,20250730,20250717
159272.SZ,机器人ETF富国,富国基金,20250908,20250901
159273.SZ,云计算ETF汇添富,汇添富基金,20250728,20250714
159275.SZ,农牧渔ETF华宝,华宝基金,20250919,20250908
159276.SZ,现金流ETF汇添富,汇添富基金,20250717,20250707
159277.SZ,港股通红利ETF富国,富国基金,20250805,20250717
159278.SZ,机器人ETF鹏华,鹏华基金,20250730,20250721
159279.SZ,创业板人工智能ETF华安,华安基金,20250917,20250904
159280.SZ,港股通互联网ETF汇添富,汇添富基金,20250806,20250723
159281.SZ,港股通央企红利ETF天弘,天弘基金,20250820,20250806
159283.SZ,通用航空ETF南方,南方基金,20250813,20250730
159285.SZ,港股通消费ETF华安,华安基金,20251009,20250918
159286.SZ,港股通创新药ETF鹏华,鹏华基金,20250820,20250811
159287.SZ,创业板综ETF博时,博时基金,20250815,20250804
159288.SZ,创业板综ETF银华,银华基金,20250917,20250901
159289.SZ,创业板综指ETF鹏华,鹏华基金,20250903,20250825
159290.SZ,创业板综指增强ETF东财,东财基金,20250909,20250827
159291.SZ,创业板综增强ETF招商,招商基金,20250820,20250804
159292.SZ,创业板综增强ETF华宝,华宝基金,20250820,20250806
159293.SZ,创业板综增强ETF建信,建信基金,20251230,20251208
159295.SZ,创业综指ETF西部利得,西部利得基金,20251023,20251009
159296.SZ,A500红利低波ETF华宝,华宝基金,20250827,20250818
159297.SZ,港股通创新药ETF南方,南方基金,20250912,20250903
159298.SZ,创业板50ETF大成,大成基金,20250829,20250815
159299.SZ,金融科技ETF易方达,易方达基金,20250903,20250825
159300.SZ,沪深300ETF富国,富国基金,20240523,20240513
159301.SZ,公用事业ETF华夏,华夏基金,20240710,20240612
159302.SZ,港股高股息ETF,银华基金,20240823,20240805
159303.SZ,恒生医疗ETF大成,大成基金,20240618,20240527
159305.SZ,储能电池ETF广发,广发基金,20240918,20240802
159306.SZ,汽车零部件ETF平安,平安基金,20240429,20240422
159307.SZ,红利低波100ETF博时,博时基金,20240416,20240325
159309.SZ,油气ETF汇添富,汇添富基金,20240531,20240517
159310.SZ,芯片ETF天弘,天弘基金,20240418,20240408
159311.SZ,数字经济ETF易方达,易方达基金,20250707,20250506
159312.SZ,恒指港股通ETF广发,广发基金,20241024,20240924
159315.SZ,黄金股ETF工银,工银瑞信基金,20240530,20240513
159316.SZ,港股通创新药ETF易方达,易方达基金,20250318,20250305
159318.SZ,恒指港股通ETF银华,银华基金,20240613,20240527
159320.SZ,电网设备ETF广发,广发基金,20241212,20240926
159321.SZ,黄金股ETF华安,华安基金,20240509,20240417
159322.SZ,黄金股ETF平安,平安基金,20240605,20240520
159323.SZ,港股通汽车ETF华夏,华夏基金,20241230,20241209
159325.SZ,半导体ETF南方,南方基金,20241031,20240902
159326.SZ,电网设备ETF华夏,华夏基金,20240829,20240805
159327.SZ,半导体设备ETF万家,万家基金,20240724,20240627
159328.SZ,家电ETF易方达,易方达基金,20241107,20241014
159329.SZ,沙特ETF南方,南方基金,20240705,20240624
159330.SZ,沪深300ETF东财,东财基金,20240801,20240715
159331.SZ,红利港股ETF国泰,国泰基金,20240723,20240708
159332.SZ,央企红利ETF富国,富国基金,20240716,20240705
159333.SZ,港股央企红利ETF万家,万家基金,20240821,20240801
159335.SZ,央企科创ETF融通,融通基金,20240822,20240805
159336.SZ,央企红利ETF融通,融通基金,20250122,20250102
159337.SZ,中证500ETF东财,东财基金,20240902,20240814
159338.SZ,中证A500ETF国泰,国泰基金,20240926,20240910
159339.SZ,A500ETF,银华基金,20240926,20240910
159350.SZ,深证50ETF富国,富国基金,20231130,20231120
159351.SZ,A500ETF嘉实,嘉实基金,20240920,20240910
159352.SZ,A500ETF南方,南方基金,20240925,20240910
159353.SZ,中证A500ETF景顺,景顺长城基金,20240924,20240910
159355.SZ,800红利低波ETF华宝,华宝基金,20241125,20241028
159356.SZ,A500ETF万家,万家基金,20241122,20241105
159357.SZ,A500ETF博时,博时基金,20241121,20241105
159358.SZ,中证A500ETF大成,大成基金,20241122,20241105
159359.SZ,A500ETF华安,华安基金,20241119,20241105
159360.SZ,中证A500ETF天弘,天弘基金,20241120,20241105
159361.SZ,A500ETF易方达,易方达基金,20241112,20241105
159362.SZ,A500ETF工银,工银瑞信基金,20241119,20241105
159363.SZ,创业板人工智能ETF华宝,华宝基金,20241206,20241127
159365.SZ,恒指港股通ETF富国,富国基金,20250618,20250515
159366.SZ,港股医疗ETF永赢,永赢基金,20250402,20250317
159367.SZ,创业板50ETF华夏,华夏基金,20250124,20250102
159368.SZ,创业板新能源ETF华夏,华夏基金,20250314,20250224
159369.SZ,创业板50ETF易方达,易方达基金,20250813,20250526
159370.SZ,创50ETF工银,工银瑞信基金,20250110,20241218
159371.SZ,创业板50ETF富国,富国基金,20250124,20250106
159372.SZ,创业板50ETF万家,万家基金,20250526,20250508
159373.SZ,创业板50ETF嘉实,嘉实基金,20250123,20250106
159375.SZ,创业板50ETF国泰,国泰基金,20241230,20241210
159376.SZ,A500ETF浦银,浦银安盛基金,20241230,20241216
159377.SZ,创业板医药ETF国泰,国泰基金,20250402,20250317
159378.SZ,通用航空ETF永赢,永赢基金,20250102,20241223
159379.SZ,A500ETF融通,融通基金,20250109,20241223
159380.SZ,A500ETF东财,东财基金,20241230,20241217
159381.SZ,创业板人工智能ETF华夏,华夏基金,20250314,20250303
159382.SZ,创业板人工智能ETF南方,南方基金,20250423,20250414
159383.SZ,创业板50ETF华泰柏瑞,华泰柏瑞基金,20250205,20250106
159385.SZ,数字经济ETF富国,富国基金,20250521,20250512
159386.SZ,A500ETF永赢,永赢基金,20250124,20250109
159387.SZ,创业板新能源ETF国泰,国泰基金,20250528,20250512
159388.SZ,创业板人工智能ETF国泰,国泰基金,20250326,20250310
159389.SZ,数字经济ETF嘉实,嘉实基金,20250522,20250512
159390.SZ,中证A50ETF国联,国联基金,20250326,20250310
159391.SZ,大盘价值ETF博时,博时基金,20250403,20250317
159392.SZ,航空ETF富国,富国基金,20250430,20250414
159393.SZ,沪深300ETF万家,万家基金,20250225,20250210
159395.SZ,信用债ETF大成,大成基金,20250116,20250107
159396.SZ,信用债ETF博时,博时基金,20250116,20250107
159397.SZ,信用债ETF广发,广发基金,20250122,20250107
159398.SZ,信用债ETF天弘,天弘基金,20250121,20250107
159399.SZ,现金流ETF国泰,国泰基金,20250219,20250127
159400.SZ,科创债ETF景顺,景顺长城基金,20250710,20250707
159500.SZ,中证500ETF富国,富国基金,20250820,20250801
159501.SZ,纳指ETF嘉实,嘉实基金,20230531,20230522
159502.SZ,标普生物科技ETF嘉实,嘉实基金,20231226,20230928
159505.SZ,国证2000ETF博时,博时基金,20231123,20231109
159506.SZ,港股通医疗ETF富国,富国基金,20230614,20230605
159507.SZ,通信ETF广发,广发基金,20230608,20230529
159508.SZ,生物医药ETF华安,华安基金,20230629,20230612
159509.SZ,纳指科技ETF景顺,景顺长城基金,20230719,20230710
159510.SZ,沪深300价值ETF华夏,华夏基金,20230731,20230717
159511.SZ,通信ETF南方,南方基金,20230728,20230717
159512.SZ,汽车ETF广发,广发基金,20230713,20230703
159513.SZ,纳斯达克100ETF大成,大成基金,20230712,20230703
159515.SZ,国企红利ETF鹏扬,鹏扬基金,20230825,20230814
159516.SZ,半导体设备ETF国泰,国泰基金,20230719,20230710
159517.SZ,中证800增强ETF银华,银华基金,20230823,20230814
159518.SZ,标普油气ETF嘉实,嘉实基金,20231101,20231016
159519.SZ,港股国企ETF国泰,国泰基金,20230823,20230814
159520.SZ,消费龙头ETF工银,工银瑞信基金,20231019,20230911
159521.SZ,国证2000ETF平安,平安基金,20230825,20230816
159523.SZ,沪深300成长ETF华夏,华夏基金,20230905,20230814
159525.SZ,红利低波ETF富国,富国基金,20240507,20240207
159526.SZ,机器人ETF嘉实,嘉实基金,20240416,20240408
159527.SZ,云计算ETF广发,广发基金,20240122,20240108
159528.SZ,国企改革ETF富国,富国基金,20240507,20240207
159529.SZ,标普消费ETF,景顺长城基金,20240124,20240108
159530.SZ,机器人ETF易方达,易方达基金,20240110,20231218
159531.SZ,中证2000ETF南方,南方基金,20230907,20230901
159532.SZ,中证2000ETF易方达,易方达基金,20230913,20230901
159533.SZ,中证2000ETF博时,博时基金,20240528,20240223
159535.SZ,中证2000ETF嘉实,嘉实基金,20230914,20230901
159536.SZ,中证2000ETF汇添富,汇添富基金,20230913,20230901
159537.SZ,信创ETF国泰,国泰基金,20230920,20230911
159538.SZ,信创ETF富国,富国基金,20230914,20230904
159539.SZ,信创ETF广发,广发基金,20230920,20230901
159540.SZ,信创ETF易方达,易方达基金,20230920,20230901
159541.SZ,创业板综ETF万家,万家基金,20231018,20231009
159542.SZ,工程机械ETF大成,大成基金,20240528,20240226
159543.SZ,国证2000ETF工银,工银瑞信基金,20231109,20231016
159545.SZ,恒生红利低波ETF易方达,易方达基金,20240327,20240220
159546.SZ,集成电路ETF国泰,国泰基金,20231011,20230922
159547.SZ,红利低波ETF华夏,华夏基金,20240125,20240108
159549.SZ,红利低波ETF天弘,天弘基金,20231123,20231113
159550.SZ,互联网ETF东财,东财基金,20250618,20250526
159551.SZ,机器人ETF国泰,国泰基金,20231108,20231030
159552.SZ,中证2000增强ETF招商,招商基金,20240619,20240314
159553.SZ,中证2000增强ETF海富通,海富通基金,20240327,20240311
159555.SZ,中证2000增强ETF银华,银华基金,20231201,20231122
159556.SZ,中证2000增强ETF平安,平安基金,20231227,20231218
159557.SZ,恒生医疗ETF嘉实,嘉实基金,20240507,20240202
159558.SZ,半导体设备ETF易方达,易方达基金,20240606,20240304
159559.SZ,机器人50ETF,景顺长城基金,20231130,20231120
159560.SZ,芯片ETF景顺,景顺长城基金,20231109,20231023
159561.SZ,德国ETF嘉实,嘉实基金,20240403,20240219
159562.SZ,黄金股ETF华夏,华夏基金,20240111,20231121
159563.SZ,创业板综ETF华夏,华夏基金,20240201,20240115
159565.SZ,汽车零部件ETF易方达,易方达基金,20240208,20240124
159566.SZ,储能电池ETF易方达,易方达基金,20240131,20240115
159567.SZ,港股创新药ETF,银华基金,20240103,20231218
159568.SZ,港股互联网ETF博时,博时基金,20240208,20240108
159569.SZ,港股红利低波ETF景顺,景顺长城基金,20240814,20240515
159570.SZ,港股通创新药ETF,汇添富基金,20231228,20231213
159571.SZ,创业板200ETF富国,富国基金,20231220,20231204
159572.SZ,创业板200ETF易方达,易方达基金,20231215,20231204
159573.SZ,创业板200ETF华夏,华夏基金,20231215,20231204
159575.SZ,创业板200ETF银华,银华基金,20231220,20231204
159576.SZ,深证100ETF广发,广发基金,20231221,20231211
159577.SZ,美国50ETF汇添富,汇添富基金,20240205,20240130
159578.SZ,深证主板50ETF南方,南方基金,20240530,20240520
159581.SZ,红利ETF万家,万家基金,20240306,20240226
159582.SZ,半导体ETF博时,博时基金,20240408,20240318
159583.SZ,通信ETF富国,富国基金,20240628,20240617
159586.SZ,计算机ETF南方,南方基金,20240307,20240226
159587.SZ,粮食ETF广发,广发基金,20240808,20240710
159588.SZ,石油ETF景顺,景顺长城基金,20240523,20240513
159589.SZ,红利ETF广发,广发基金,20240314,20240304
159590.SZ,软件ETF汇添富,汇添富基金,20241028,20240723
159591.SZ,A50ETF富国,富国基金,20240307,20240219
159592.SZ,A50ETF基金,银华基金,20240306,20240219
159593.SZ,中证A50ETF平安,平安基金,20240304,20240219
159595.SZ,中证A50ETF大成,大成基金,20240306,20240219
159596.SZ,A50ETF华宝,华宝基金,20240307,20240219
159597.SZ,创业板成长ETF易方达,易方达基金,20240508,20240417
159599.SZ,芯片ETF东财,东财基金,20240419,20240401
159600.SZ,科创债ETF嘉实,嘉实基金,20250710,20250707
159601.SZ,A50ETF华夏,华夏基金,20211101,20211022
159602.SZ,中国A50ETF南方,南方基金,20211029,20211022
159603.SZ,双创龙头ETF,天弘基金,20220526,20220329
159605.SZ,中概互联ETF广发,广发基金,20211124,20211115
159606.SZ,中证500成长ETF易方达,易方达基金,20211217,20211202
159607.SZ,中概互联网ETF嘉实,嘉实基金,20211124,20211115
159608.SZ,稀有金属ETF广发,广发基金,20211215,20211206
159609.SZ,光伏ETF浦银,浦银安盛基金,20220616,20220329
159610.SZ,500ETF增强,景顺长城基金,20211213,20211122
159611.SZ,电力ETF广发,广发基金,20211229,20211220
159612.SZ,标普500ETF国泰,国泰基金,20220509,20220418
159613.SZ,信息安全ETF嘉实,嘉实基金,20220119,20220110
159615.SZ,恒生生物科技ETF南方,南方基金,20220617,20220606
159616.SZ,农牧ETF建信,建信基金,20220721,20220606
159617.SZ,中证500价值ETF华夏,华夏基金,20220609,20220523
159618.SZ,光伏ETF华安,华安基金,20220408,20220207
159619.SZ,基建ETF国泰,国泰基金,20220209,20220125
159620.SZ,中证500成长ETF华夏,华夏基金,20220719,20220623
159621.SZ,ESGETF国泰,国泰基金,20220830,20220524
159622.SZ,创新药ETF东财,东财基金,20230421,20230327
159623.SZ,成渝经济圈ETF博时,博时基金,20220815,20220510
159625.SZ,绿色电力ETF嘉实,嘉实基金,20220421,20220406
159627.SZ,A100ETF华夏,华夏基金,20221108,20220908
159628.SZ,国证2000ETF万家,万家基金,20220629,20220614
159629.SZ,中证1000ETF富国,富国基金,20220727,20220722
159630.SZ,A100ETF汇添富,汇添富基金,20221020,20220910
159631.SZ,A100ETF招商,招商基金,20220818,20220801
159632.SZ,纳斯达克ETF华安,华安基金,20220721,20220613
159633.SZ,中证1000ETF易方达,易方达基金,20220728,20220722
159635.SZ,基建ETF华夏,华夏基金,20220628,20220606
159636.SZ,港股通科技30ETF工银,工银瑞信基金,20220630,20220617
159637.SZ,新能源车ETF东财,东财基金,20220819,20220801
159638.SZ,高端装备ETF嘉实,嘉实基金,20220805,20220718
