,RiskParity,Momentum_k0.1,Momentum_k0.5,Momentum_k1.0,Momentum_k1.5,Momentum_k2.0
2013-03-06,0.01044491645782574,0.021116576463715325,0.021116576463715436,0.021116576463715436,0.021116576463715436,0.021116576463715463
2013-03-07,-0.011592701235604078,0.002965594337176427,0.0029655943371765647,0.002965594337176564,0.0029655943371765677,0.002965594337176572
2013-03-08,-0.004791792566384283,0.026137817729106352,0.02613781772910665,0.02613781772910665,0.026137817729106654,0.026137817729106685
2013-03-11,-0.00558320198455898,0.005265280955462025,0.005265280955462131,0.005265280955462131,0.005265280955462134,0.00526528095546214
2013-03-12,-0.014178906422380736,-0.002790984133770966,-0.0027909841337708514,-0.002790984133770853,-0.002790984133770849,-0.002790984133770852
2013-03-13,-0.011006743973564046,-0.006072330753783723,-0.006072330753783669,-0.006072330753783671,-0.006072330753783667,-0.006072330753783676
2013-03-14,0.002685276990654024,0.011463954084110656,0.011463954084110746,0.011463954084110746,0.011463954084110746,0.011463954084110762
2013-03-15,0.002209706689058298,0.014390356933537074,0.014390356933537208,0.01439035693353721,0.01439035693353721,0.014390356933537223
2013-03-18,-0.014717271296635725,-0.026928691825391572,-0.02692869182539169,-0.026928691825391694,-0.026928691825391687,-0.026928691825391718
2013-03-19,0.009032592698561031,0.020073767082690593,0.020073767082690718,0.020073767082690718,0.020073767082690718,0.020073767082690742
2013-03-21,0.0018443214896783863,0.01329138179195812,0.013291381791958242,0.013291381791958242,0.013291381791958242,0.013291381791958259
2013-03-22,0.0012696042964632794,-0.02329655192747212,-0.02329655192747237,-0.02329655192747237,-0.02329655192747237,-0.023296551927472396
2013-03-25,-0.0019902165826174343,0.016707181328993494,0.016707181328993678,0.016707181328993678,0.01670718132899368,0.0167071813289937
2013-03-26,-0.014560117745342044,-0.005923180169436758,-0.005923180169436685,-0.005923180169436687,-0.005923180169436684,-0.0059231801694366905
2013-03-27,0.0032931399390303535,0.0017657863936032941,0.0017657863936032755,0.0017657863936032761,0.0017657863936032744,0.0017657863936032777
2013-03-28,-0.03260190514528572,-0.012551840800116456,-0.012551840800116273,-0.012551840800116277,-0.012551840800116267,-0.012551840800116282
2013-04-02,-0.002725828427630904,-0.010724957882667505,-0.010724957882667596,-0.010724957882667599,-0.010724957882667597,-0.010724957882667611
2013-04-03,-0.0011438265341211843,0.02955815355137349,0.029558153551373804,0.029558153551373808,0.029558153551373815,0.02955815355137385
2013-04-08,-0.00452900629623676,0.02772448952479152,0.02772448952479184,0.02772448952479184,0.027724489524791847,0.027724489524791878
2013-04-09,0.0069291780646272465,2.110848306239071e-05,2.1108483062319094e-05,2.110848306231915e-05,2.110848306231635e-05,2.110848306231532e-05
2013-04-10,-0.0016553990270863335,0.007212764189443083,0.007212764189443161,0.007212764189443159,0.0072127641894431625,0.00721276418944317
2013-04-11,-0.002990774990152109,0.01944464477680868,0.019444644776808902,0.019444644776808902,0.019444644776808906,0.01944464477680893
2013-04-12,-0.006361900272652941,-0.004707671154131767,-0.004707671154131756,-0.004707671154131756,-0.004707671154131754,-0.004707671154131758
2013-04-15,-0.010273293822539338,-0.015553630707106168,-0.01555363070710621,-0.015553630707106206,-0.015553630707106208,-0.015553630707106216
2013-04-16,0.009345794392523255,-0.004043280773550772,-0.004043280773550897,-0.004043280773550896,-0.004043280773550899,-0.004043280773550906
2013-04-17,-0.00045495350448380257,0.012036591027469382,0.012036591027469517,0.012036591027469517,0.012036591027469519,0.012036591027469538
2013-04-18,0.0025942932869304843,-0.01208198153475488,-0.01208198153475502,-0.012081981534755013,-0.01208198153475502,-0.012081981534755027
2013-04-19,0.027983841619635418,0.007309756233766447,0.007309756233766232,0.007309756233766234,0.007309756233766228,0.007309756233766235
2013-04-22,-0.0012459414158899808,0.01872881023443819,0.01872881023443839,0.01872881023443839,0.018728810234438394,0.01872881023443842
2013-04-23,-0.03208596932828067,-0.002883758201545215,-0.002883758201544935,-0.0028837582015449393,-0.002883758201544929,-0.0028837582015449324
2013-04-24,0.018823656209851197,0.023072097212549735,0.02307209721254978,0.02307209721254978,0.023072097212549776,0.023072097212549804
2013-04-25,-0.011101231417638942,0.0059477568776002,0.005947756877600354,0.005947756877600352,0.005947756877600355,0.0059477568776003615
2013-04-26,-0.008334700906650444,-0.002978694288387227,-0.0029786942883871874,-0.0029786942883871887,-0.002978694288387186,-0.002978694288387189
