,0
2012-01-06,1.2111690249189768
2012-01-09,1.2174688785038572
2012-01-10,1.2219738710666272
2012-01-11,1.2264818253068255
2012-01-12,1.2324241388319404
2012-01-13,1.2288527654955868
2012-01-16,1.227085337597033
2012-01-17,1.2370222211574113
2012-01-18,1.2291276062320953
2012-01-19,1.2362674916566587
2012-01-20,1.2452086856314544
2012-01-30,1.2431480085882505
2012-01-31,1.23729749658229
2012-02-01,1.2331021611373103
2012-02-02,1.2357292313312065
2012-02-03,1.238407330684113
2012-02-06,1.2457044935542294
2012-02-07,1.246598220083626
2012-02-08,1.2511034681030064
2012-02-09,1.2490813567751031
2012-02-10,1.2446976039425097
2012-02-13,1.2442315453902624
2012-02-14,1.2444753332057021
2012-02-15,1.2497963995431545
2012-02-16,1.2447931139312018
2012-02-17,1.244914548728529
2012-02-20,1.2423066858346898
2012-02-21,1.2365355494722723
2012-02-22,1.2422013117359558
2012-02-23,1.2382140930665955
2012-02-24,1.2384839355321504
2012-02-27,1.240083819328513
2012-02-28,1.249565717128996
2012-02-29,1.2437839600996368
2012-03-01,1.2410262474151434
2012-03-02,1.2441384222807268
2012-03-05,1.2462016911284117
2012-03-06,1.243237131518315
2012-03-07,1.2374092947043647
2012-03-08,1.2363800478721512
2012-03-09,1.244381830827204
2012-03-12,1.241128422406349
2012-03-13,1.246167259756692
2012-03-14,1.230317205379347
2012-03-15,1.2298856307520787
2012-03-16,1.2239698710336477
2012-03-19,1.226874350470276
2012-03-20,1.233802886406115
2012-03-21,1.2309762878480615
2012-03-22,1.2344690777263625
2012-03-23,1.2346423504696507
2012-03-26,1.2346107409341098
2012-03-27,1.2391519831716389
2012-03-28,1.2359864937718898
2012-03-29,1.2322586966960072
2012-03-30,1.2209698607243165
2012-04-05,1.2216708671719696
2012-04-06,1.215879340375999
2012-04-09,1.2171929414600322
2012-04-10,1.214512279455045
2012-04-11,1.215999767746585
2012-04-12,1.2317305334318855
2012-04-13,1.2293351324647441
2012-04-16,1.2218306106122105
2012-04-17,1.2161091474105599
2012-04-18,1.2151598902944871
2012-04-19,1.2247089540090124
2012-04-20,1.2234738769314022
2012-04-23,1.2205956982139232
2012-04-24,1.2205238796309428
2012-04-25,1.2296605385370862
2012-04-26,1.2282064737550498
2012-04-27,1.2309730217202686
2012-05-02,1.240247742341217
2012-05-03,1.2432499430303596
2012-05-04,1.2512237810800337
2012-05-07,1.2510426676465665
2012-05-08,1.254989153550466
2012-05-09,1.2481122366424542
2012-05-10,1.2468929539271734
2012-05-11,1.2414065887651897
2012-05-14,1.2271064472877653
2012-05-15,1.2281189472666005
2012-05-16,1.2208475466483146
2012-05-17,1.233934092229983
2012-05-18,1.2245103080198323
2012-05-21,1.2153615103121203
2012-05-22,1.2136140570944913
2012-05-23,1.2072741451107405
2012-05-24,1.2085977834470578
2012-05-25,1.2140041775031583
2012-05-28,1.214546058542599
2012-05-29,1.2170945960833943
2012-05-30,1.2142839550022888
2012-05-31,1.2084881510293954
2012-06-01,1.2011757192612444
2012-06-04,1.1906691477169873
2012-06-05,1.1972757124097007
2012-06-06,1.2069362777856014
2012-06-07,1.2061066386450294
2012-06-08,1.1968788013552691
2012-06-11,1.2033435524922675
2012-06-12,1.19325251538902
2012-06-13,1.1946934384242696
2012-06-14,1.1942788014001475
2012-06-15,1.201294271930843
2012-06-18,1.2055325348771269
2012-06-19,1.213460763119089
2012-06-20,1.2149913463781932
2012-06-21,1.2012049860278335
2012-06-25,1.1955152300899357
2012-06-26,1.1924875850902068
2012-06-27,1.189201513674138
2012-06-28,1.1910662743210776
2012-06-29,1.1965585585469583
2012-07-02,1.1989762871111136
2012-07-03,1.2061835339245113
2012-07-04,1.2082384932890093
2012-07-05,1.2062306179146058
2012-07-06,1.2021001196179597
2012-07-09,1.1958052349669297
2012-07-10,1.1929318075637978
2012-07-11,1.1955873146932492
2012-07-12,1.1957174876828764
2012-07-13,1.2007882906051606
2012-07-16,1.200283752854541
2012-07-17,1.1917818359445704
2012-07-18,1.1967117299879682
2012-07-19,1.197028608063022
2012-07-20,1.1921800938870244
2012-07-23,1.1840881627946
2012-07-24,1.1826056736331492
2012-07-25,1.1889403698279126
2012-07-26,1.1937293397725777
2012-07-27,1.1953947467482327
2012-07-30,1.198764841149686
2012-07-31,1.1992435945762112
2012-08-01,1.2011422792148836
2012-08-02,1.2018960943731656
2012-08-03,1.198592619060565
2012-08-06,1.2028683310942072
2012-08-07,1.2040011107722934
2012-08-08,1.2137320443578312
2012-08-09,1.2239593165558607
2012-08-10,1.217430063600479
2012-08-13,1.218225378037922
2012-08-14,1.2146779120438351
2012-08-15,1.2186373362758525
